CC,sgpa
1JB,6.5
1JB,3.58
1JB,6.33
1JB,8.25
1JB,4.67
1JB,7.42
1JB,9.25
1JB,9
1JB,7.5
1JB,6.08
1JB,7.17
1JB,4.25
1JB,6.58
1JB,9
1JB,7.67
1JB,9.5
1JB,7.67
1JB,6
1JB,7.42
1JB,4.33
1JB,8.33
1JB,5.67
1JB,8.58
1JB,8.5
1JB,5.58
1JB,8
1JB,6.75
1JB,7.75
1JB,9.33
1JB,2.42
1JB,8.5
1JB,8.33
1JB,8.75
1JB,7.33
1JB,7.17
1JB,7
1JB,8.25
1JB,8
1JB,8.5
1JB,4.33
1JB,8.17
1JB,8
1JB,6.33
1JB,3.92
1JB,7.25
1JB,8.33
1JB,6.5
1JB,1.17
1JB,8.67
1JB,6.75
1JB,9
1JB,8.17
1JB,0.92
1JB,8.25
1JB,8.17
1JB,7.58
1JB,8
1JB,1.08
1JB,4.25
1JB,6.83
1JB,8
1JB,7.33
1JB,7.33
1JB,6.67
1JB,6.92
1JB,8.17
1JB,8.17
1JB,4.92
1JB,7.83
1JB,7.33
1JB,8
1JB,5.67
1JB,4.08
1JB,6.92
1JB,6.33
1JB,8.83
1JB,3.17
1JB,7.42
1JB,8.42
1JB,5.83
1JB,6.92
1JB,4
1JB,8.83
1JB,8.83
1JB,8.08
1JB,7.25
1JB,8.58
1JB,5.67
1JB,5.5
1JB,8.33
1JB,6.42
1JB,6.83
1JB,2.42
1JB,8.17
1JB,8.83
1JB,8.42
1JB,6.67
1JB,7.75
1JB,8.08
1JB,7.58
1JB,6.92
1JB,7.75
1JB,8.58
1JB,8.67
1JB,4.92
1JB,7.42
1JB,8.17
1JB,6.33
1JB,5.67
1JB,7.83
1JB,3.17
1JB,8.17
1JB,5.42
1JB,5.33
1JB,5.08
1JB,8.5
1JB,6.08
1JB,4.75
1JB,4.5
1JB,7
1JB,3.83
1JB,7.75
1JB,7.5
1JB,7.42
1JB,5.75
1JB,8.67
1JB,8.25
1JB,4.5
1JB,8
1JB,2.83
1JB,8.17
1JB,8.92
1JB,1.08
1JB,7.67
1JB,4.92
1JB,4.75
1JB,8.42
1JB,8.42
1JB,2.75
1JB,5.58
1JB,8.25
1JB,0.92
1JB,2.67
1JB,6.25
1JB,5.5
1JB,8.92
1JB,5.83
1JB,8.08
1JB,8.75
1JB,8.08
1JB,7.92
1JB,7.42
1JB,7.42
1JB,7.08
1JB,4.5
1JB,8.25
1JB,4.58
1JB,8.42
1JB,8.08
1JB,8.08
1JB,6.92
1JB,8.25
1JB,7.42
1JB,8.25
1JB,7.25
1JB,5.58
1JB,3.58
1JB,8.08
1JB,6.08
1JB,7.92
1JB,8.92
1JB,6
1JB,8.58
1JB,7.92
1JB,7.58
1JB,8.08
1JS,7.83
1JS,7.33
1JS,7.25
1JS,8.25
1JS,8.25
1JS,3.17
1JS,8.58
1JS,4.83
1JS,5.25
1JS,8.08
1JS,8.17
1JS,8.25
1JS,9
1JS,5.75
1JS,5.58
1JS,7.33
1JS,8.92
1JS,6.92
1JS,8.75
1JS,6.75
1JS,9.08
1JS,8.17
1JS,7.58
1JS,8.58
1JS,7.33
1JS,7.08
1JS,6.58
1JS,6
1JS,8.33
1JS,7.92
1JS,8.58
1JS,7.08
1JS,8.83
1JS,5.92
1JS,7.33
1JS,5.17
1JS,8.33
1JS,7.67
1JS,8.5
1JS,5.58
1JS,4.67
1JS,8.25
1JS,8.17
1JS,7.17
1JS,7.58
1JS,8.92
1JS,8.42
1JS,7.92
1JS,8.25
1JS,7.58
1JS,3.75
1JS,7.58
1JS,7.25
1JS,4.92
1JS,9
1JS,7.67
1JS,7.08
1JS,6
1JS,8.83
1JS,8.42
1JS,5.08
1JS,4.67
1JS,8.42
1JS,9.17
1JS,8.5
1JS,6.33
1JS,7.58
1JS,2.42
1JS,6.92
1JS,7.17
1JS,7.08
1JS,8.17
1JS,7.33
1JS,6.83
1JS,8.25
1JS,2.67
1JS,8.33
1JS,5.33
1JS,7.83
1JS,4.33
1JS,6.92
1JS,3.58
1JS,8.75
1JS,3.33
1JS,7
1JS,8.17
1JS,8.58
1JS,6.17
1JS,7.58
1JS,7.33
1JS,9.58
1JS,6.75
1JS,7.42
1JS,8.75
1JS,3.67
1JS,4.42
1JS,9.08
1JS,9.08
1JS,8.25
1JS,3.33
1JS,8.75
1JS,9.5
1JS,8.17
1JS,8.92
1JS,7.75
1JS,7.33
1JS,7.75
1JS,6.92
1JS,4.17
1JS,8.5
1JS,7.5
1JS,6.58
1JS,0.58
1JS,6.67
1JS,6.67
1JS,7.58
1JS,8.25
1JS,7.58
1JS,7.5
1JS,8.5
1JS,8.25
1JT,6.58
1JT,7.58
1JT,7.42
1JT,6.5
1JT,4.83
1JT,7
1JT,8.25
1JT,4.92
1JT,8.5
1JT,6.25
1JT,4.58
1JT,7.33
1JT,3.5
1JT,3.33
1JT,5
1JT,2.25
1JT,6.42
1JT,1.75
1JT,7.17
1JT,6.83
1JT,8.17
1JT,7.25
1JT,7
1JT,7.75
1JT,8.75
1JT,7.5
1JT,8
1JT,8.17
1JT,4
1JT,1.25
1JT,2
1JT,7.75
1JT,7.58
1JT,7.58
1JT,6.5
1JT,7.33
1JT,5
1JT,7.58
1JT,6.17
1JT,5.75
1JT,7.08
1JT,6.5
1JT,7.25
1JT,8.33
1JT,1.25
1JT,6.08
1JT,6.92
1JT,3.67
1JT,7.5
1JT,6.58
1JT,5.75
1JT,5.5
1JT,5.75
1JT,2.08
1JT,4
1JT,7.08
1JT,7.58
1JT,3.75
1JT,2.58
1JT,3.5
1JT,2.67
1JT,4.75
1JV,4.58
1JV,3.17
1JV,5.83
1JV,2.17
1JV,6.75
1JV,6.75
1JV,5.67
1JV,3.75
1JV,7.33
1JV,4.92
1JV,1.17
1JV,7
1JV,4.67
1JV,4.67
1JV,2.58
1JV,7.67
1JV,8
1JV,5.25
1JV,4.92
1JV,4
1JV,3.75
1JV,2.67
1JV,6.5
1JV,1.42
1JV,3.58
1JV,8.17
1JV,5.25
1JV,5
1JV,5.33
1JV,6.08
1JV,4.5
1JV,2.17
1JV,8.42
1JV,4.33
1JV,3.92
1JV,6.67
1JV,4.92
1JV,3.33
1JV,4.67
1JV,8.08
1JV,3.42
1JV,7.92
1KI,6.42
1KI,8.17
1KI,3.33
1KI,6.42
1KI,4.17
1KI,7.92
1KI,4
1KI,7.08
1KI,7.67
1KI,4.08
1KI,5.25
1KI,8.08
1KI,4.25
1KI,8.75
1KI,7.08
1KI,6.42
1KI,7.58
1KI,4.08
1KI,9.33
1KI,4.67
1KI,3.08
1KI,3.92
1KI,7.83
1KI,7.75
1KI,6.75
1KI,8.17
1KI,5.17
1KI,7.67
1KI,5.25
1KI,7.33
1KI,7.42
1KI,8
1KI,4.67
1KI,5.67
1KI,2.08
1KI,7.58
1KI,7.58
1KI,8.67
1KI,8
1KI,6.92
1KI,3.92
1KI,8.83
1KI,6.42
1KI,7.83
1KI,4.08
1KI,7.08
1KI,8.67
1KI,7
1KI,6.58
1KI,7.33
1KI,6.08
1KI,7.83
1KI,2.92
1KI,3.5
1KI,4.75
1KI,5.67
1KI,7.08
1KI,7.42
1KI,6.17
1KI,7.67
1KI,6.58
1KI,6.08
1KI,5.67
1KI,6.67
1KI,7.08
1KI,5.67
1KI,6.83
1KI,6.83
1KI,7.83
1KI,7.08
1KI,7.5
1KI,7.75
1KI,8.5
1KI,5.83
1KI,8.5
1KI,2.83
1KI,4.25
1KI,6.25
1KI,8.5
1KI,7.58
1KI,2.17
1KI,5.17
1KI,6.92
1KI,8
1KI,8
1KI,4.08
1KI,4.25
1KI,8.17
1KI,4.42
1KI,5.58
1KI,7.42
1KI,4.92
1KI,6.42
1KI,4.25
1KI,8.17
1KI,7.67
1KI,3.67
1KI,2.75
1KI,6.33
1KI,7.83
1KI,2.58
1KI,5
1KI,8.33
1KI,6.42
1KI,4
1KI,4.08
1KI,7.67
1KN,6.33
1KN,6.67
1KN,3.5
1KN,2
1KN,3.92
1KN,1.92
1KN,2.5
1KN,1
1KN,0.42
1KN,7.58
1KN,7.42
1KN,6.5
1KN,1.17
1KN,1
1KN,2.83
1KN,3.42
1KN,7
1KN,4.08
1KN,4.08
1KN,5.08
1KN,5.08
1KN,5
1KN,6.58
1KN,1.08
1KN,6.58
1KN,7.58
1KN,6.42
1KN,4.33
1KN,4.17
1KN,8.08
1KN,4.33
1KN,3.83
1KN,3
1KN,3.92
1KN,3.08
1KN,2
1KN,3
1KN,7.25
1KN,5.83
1KN,2.75
1KN,4
1KN,1
1KN,2.67
1KN,6.42
1KN,6.25
1KN,5.08
1KN,2.33
1KN,7.33
1KN,2.42
1KN,0.42
1KN,7.75
1KN,3.75
1KN,5.83
1KN,6.5
1KN,6.67
1KN,6.08
1KN,5.67
1KN,6.58
1KN,7.42
1KN,4.92
1KN,4.17
1KN,2.08
1KN,7
1KN,4
1KN,5.33
1KN,4.67
1KN,3.42
1KN,2.33
1KN,2
1KN,4.75
1KN,4.17
1KN,4.17
1KN,1.33
1KN,3.33
1KN,4.5
1KN,7.25
1KN,1.25
1KN,7.42
1KN,2.25
1KN,2.58
1KS,7.42
1KS,7.92
1KS,4.92
1KS,9.33
1KS,7.83
1KS,5.25
1KS,7.08
1KS,7.58
1KS,4.08
1KS,7.08
1KS,8.75
1KS,7.08
1KS,7.75
1KS,6.17
1KS,7.25
1KS,3.83
1KS,7.58
1KS,4.08
1KS,6.5
1KS,8.42
1KS,6.42
1KS,6.5
1KS,6.75
1KS,6.42
1KS,7.67
1KS,5.67
1KS,6
1KS,2.75
1KS,6.58
1KS,4.5
1KS,9
1KS,6.42
1KS,7.67
1KS,6.75
1KS,4.25
1KS,8.08
1KS,8.75
1KS,6.75
1KS,5.17
1KS,7.17
1KS,7.58
1KS,2.92
1KS,2.75
1KS,5.67
1KS,1.75
1KS,8.08
1KS,6.58
1KS,5.92
1KS,9.08
1KS,1.83
1KS,6.5
1KS,4.08
1KS,8.25
1KS,8.17
1KS,7.42
1KS,5.67
1KS,5.58
1KS,4.75
1KS,1.75
1KS,7.5
1KS,8
1KS,6.17
1KS,6.33
1KS,6.42
1KS,4.25
1KS,7.58
1KS,6.67
1KS,2.75
1KS,3.83
1KS,6.25
1KS,7.17
1KS,7.42
1KS,7.08
1KS,7.58
1KS,2
1KS,6.75
1KS,7.67
1KS,3.25
1KS,7.67
1KS,0.67
1KS,7.42
1KS,7.42
1KS,8.92
1KS,8.58
1KS,5.67
1KS,8.58
1KS,7
1KS,8.08
1KS,6.5
1KS,3.92
1KS,7.17
1KS,7.83
1KS,6.33
1KS,7.25
1KS,8.42
1KS,6.58
1KS,1
1KS,8.25
1KS,4
1KS,8.67
1KS,8.08
1KS,4.5
1KS,6.5
1KS,6.33
1KS,8
1KS,4.25
1KS,7.83
1KS,4.25
1KS,8.42
1KS,1.42
1KS,3.42
1KS,7.25
1KS,5.67
1KS,7.25
1KS,6.08
1KS,8.42
1KS,7.33
1KS,6.08
1KS,8.42
1ME,3.92
1ME,6.17
1ME,6.08
1ME,4.33
1ME,3.17
1ME,4.92
1ME,7.58
1ME,2.83
1ME,3
1ME,1.83
1ME,5.25
1ME,4.08
1ME,2.75
1ME,7.33
1ME,2.58
1ME,5.75
1ME,2.5
1ME,8.33
1ME,3.42
1ME,4.33
1ME,5.67
1ME,7.5
1ME,6.92
1ME,5.33
1ME,6.58
1ME,6.75
1ME,3.58
1ME,4.67
1ME,5.67
1ME,8.17
1ME,7.25
1ME,7.67
1ME,3.25
1ME,1.67
1ME,7.75
1ME,7.75
1ME,4.92
1ME,5.33
1ME,7.92
1ME,8.25
1ME,2.33
1ME,6.08
1ME,6.17
1ME,3.42
1ME,3.25
1ME,6.67
1ME,6
1ME,6.08
1ME,3.92
1ME,7.33
1ME,3.83
1ME,6.25
1ME,4.42
1ME,6.83
1ME,1
1ME,7
1ME,1.08
1ME,8.58
1ME,3.42
1ME,6.58
1ME,4.92
1ME,1.58
1ME,3.58
1ME,7.75
1ME,4.33
1ME,2.17
1ME,4.17
1ME,5.58
1ME,7.08
1ME,5.75
1ME,6.25
1ME,1
1ME,6.42
1ME,3.17
1ME,5.17
1ME,2.83
1ME,3
1ME,7.58
1ME,2.25
1ME,2.58
1ME,3.17
1ME,6.17
1ME,5.5
1ME,4.58
1ME,2.42
1ME,3.5
1ME,3.33
1ME,6.5
1ME,6.75
1ME,7.58
1ME,5.42
1ME,3.67
1ME,3.75
1ME,5.08
1ME,3.08
1ME,8.5
1ME,2.67
1ME,7.25
1ME,4.17
1ME,2.33
1ME,7.08
1ME,1.75
1ME,4
1ME,3.17
1MJ,7.33
1MJ,7.83
1MJ,7.58
1MJ,7.58
1MJ,8.58
1MJ,6.67
1MJ,8.33
1MJ,9.17
1MJ,5.17
1MJ,3.58
1MJ,8
1MJ,5.92
1MJ,3.67
1MJ,8.92
1MJ,7.25
1MJ,3
1MJ,8.75
1MJ,5.83
1MJ,7.33
1MJ,7.92
1MJ,4.08
1MJ,7.83
1MJ,6.08
1MJ,9.17
1MJ,8.83
1MJ,8.17
1MJ,6.83
1MJ,8.08
1MJ,6.25
1MJ,8.58
1MJ,3.33
1MJ,8.5
1MJ,6.83
1MJ,7.67
1MJ,6.58
1MJ,5.08
1MJ,8.5
1MJ,3.42
1MJ,8.67
1MJ,7.42
1MJ,9.42
1MJ,7.83
1MJ,7.25
1MJ,4.33
1MJ,1.17
1MJ,9.17
1MJ,8
1MJ,8.67
1MJ,7
1MJ,7.58
1MJ,8.58
1MJ,8.17
1MJ,5.08
1MJ,8
1MJ,5.25
1MJ,7.67
1MJ,6.5
1MJ,5.17
1MJ,8.75
1MJ,8.5
1MJ,7
1MJ,1.92
1MJ,8.67
1MJ,8.67
1MJ,6.75
1MJ,7.58
1MJ,7.75
1MJ,7.58
1MJ,5.58
1MJ,7.08
1MJ,7.75
1MJ,4.92
1MJ,8.17
1MJ,7.92
1MJ,5.17
1MJ,7.17
1MJ,9.67
1MJ,7.08
1MJ,6.5
1MJ,5.83
1MJ,2.08
1MJ,8.17
1MJ,8.83
1MJ,9.17
1MJ,7.25
1MJ,8.33
1MJ,3.08
1MJ,3
1MJ,6.42
1MJ,7
1MJ,5
1MJ,0.92
1MJ,7.17
1MJ,5.08
1MJ,6.58
1MJ,8.83
1MJ,7.25
1MJ,7.25
1MJ,8.83
1MJ,5.92
1MJ,6.83
1MJ,9.33
1MJ,2.33
1MJ,5.75
1MJ,8.33
1MJ,8
1MJ,8.5
1MJ,9.5
1MJ,8.5
1MJ,8.67
1MJ,3.83
1MJ,7.92
1MJ,8.58
1MJ,7.67
1MJ,7.92
1MJ,9.5
1MJ,6.33
1MJ,5.75
1MJ,7.58
1MJ,7.17
1MJ,3.25
1MJ,2
1MJ,8.25
1MJ,5.42
1MV,9.08
1MV,9
1MV,8.75
1MV,9.08
1MV,8.25
1MV,8.42
1MV,7.25
1MV,9.08
1MV,8.5
1MV,6.33
1MV,8.67
1MV,8.75
1MV,5.42
1MV,7
1MV,8.33
1MV,6.25
1MV,8.58
1MV,8.92
1MV,5.17
1MV,5.25
1MV,6.67
1MV,8.42
1MV,7.17
1MV,4.5
1MV,6.83
1MV,6.08
1MV,5.25
1MV,8.83
1MV,5.58
1MV,7.25
1MV,8.17
1MV,6.67
1MV,2
1MV,9.17
1MV,7.75
1MV,8
1MV,9.17
1MV,6.42
1MV,5.75
1MV,7
1MV,5.17
1MV,8.92
1MV,8.5
1MV,7.08
1MV,8.83
1MV,5.83
1MV,9.5
1MV,9
1MV,9.33
1MV,5.75
1MV,9.33
1MV,3.75
1MV,9.33
1MV,8.75
1MV,7.08
1MV,8.42
1MV,8.92
1MV,7.25
1MV,8.42
1MV,9.25
1MV,5.67
1MV,6.92
1MV,8.75
1MV,2.75
1MV,7.17
1MV,9.08
1MV,8.58
1MV,5.25
1MV,7.75
1MV,7.83
1MV,7.83
1MV,9.25
1MV,8.33
1MV,8.25
1MV,4.42
1MV,8.08
1MV,7.92
1MV,1.17
1MV,7.75
1MV,8.58
1MV,9.58
1MV,1.33
1MV,3.67
1MV,4
1MV,6
1MV,7.5
1MV,3
1MV,7.67
1MV,3.33
1MV,7.58
1MV,8.25
1MV,8.92
1MV,7.33
1MV,6.17
1MV,7.75
1MV,4.58
1MV,7.67
1MV,6.58
1MV,5.75
1MV,8.67
1MV,7.25
1MV,9.5
1MV,8.5
1MV,6.83
1MV,8.92
1MV,6.58
1MV,7
1MV,8.67
1MV,7.17
1MV,7.67
1MV,7.92
1MV,6.75
1MV,5.5
1MV,6.33
1MV,6.5
1MV,7.75
1MV,7.58
1MV,1.5
1MV,7.25
1MV,8.17
1MV,7.92
1MV,7.67
1MV,4.83
1MV,9
1MV,9.17
1MV,2.92
1MV,6.92
1MV,6.67
1MV,2.42
1NJ,1
1NJ,1.83
1NJ,2
1NJ,1.08
1NJ,1.92
1NJ,2.17
1NJ,1.08
1OX,6.25
1OX,0.67
1OX,1.33
1OX,5.5
1OX,5.42
1OX,3
1OX,0
1OX,2
1OX,6.92
1OX,2.67
1OX,2.83
1OX,2.67
1OX,8.5
1OX,8.58
1OX,3.58
1OX,8.25
1OX,6.42
1OX,2.42
1OX,8.75
1OX,7.58
1OX,5.42
1OX,3.5
1OX,3.83
1OX,1.33
1OX,0.67
1OX,2.33
1OX,5.58
1OX,8.17
1OX,0.58
1OX,2.92
1OX,6.58
1OX,4
1OX,6.17
1OX,6
1OX,8.08
1OX,9.25
1OX,2.17
1OX,2.92
1OX,4.42
1OX,7.08
1OX,4
1OX,6.92
1OX,8.5
1OX,5.25
1OX,8.33
1OX,6.83
1OX,4.17
1OX,6
1OX,5.75
1OX,2.33
1OX,2.42
1OX,6.58
1OX,3.92
1OX,1.83
1OX,6.42
1OX,8.25
1OX,6.67
1OX,3.08
1OX,5.75
1OX,7.5
1OX,1.67
1OX,7
1OX,4.25
1OX,0.5
1OX,7.33
1OX,7.92
1OX,0.67
1OX,3.58
1OX,6.92
1OX,8.75
1OX,1.5
1OX,4.42
1OX,3.33
1OX,7.25
1OX,8.33
1OX,3.58
1OX,2.25
1OX,7.42
1OX,1.25
1OX,1.42
1OX,0.67
1OX,2.42
1OX,7.42
1OX,1.17
1OX,2.58
1OX,6.08
1OX,1.75
1OX,8.33
1OX,3.25
1OX,1.33
1OX,7.58
1OX,3.25
1OX,8.08
1OX,1.42
1OX,5.58
1OX,3.33
1OX,8.25
1OX,0
1OX,4.08
1OX,1
1OX,5
1OX,3.92
1OX,7.42
1OX,4.42
1OX,3
1OX,0.58
1OX,3.67
1OX,6.33
1OX,8.83
1OX,2.08
1OX,6.25
1PE,8.5
1PE,7.83
1PE,7.67
1PE,7.5
1PE,8.17
1PE,9.17
1PE,8.33
1PE,8.5
1PE,8.33
1PE,8.67
1PE,8.33
1PE,8.5
1PE,8.5
1PE,1.83
1PE,7.42
1PE,7.83
1PE,8.33
1PE,8.83
1PE,8.92
1PE,2
1PE,7.25
1PE,8.58
1PE,4.67
1PE,7.5
1PE,8.67
1PE,8.33
1PE,6.83
1PE,7.83
1PE,5.33
1PE,8.5
1PE,7.42
1PE,6.92
1PE,9.17
1PE,8.67
1PE,7.83
1PE,8.83
1PE,7.75
1PE,5.75
1PE,8.33
1PE,9.33
1PE,7.58
1PE,7.92
1PE,3.17
1PE,6.92
1PE,6.83
1PE,8.92
1PE,7.42
1PE,2.83
1PE,7.75
1PE,7.83
1PE,8.08
1PE,4.83
1PE,7.25
1PE,8.75
1PE,6.25
1PE,4.42
1PE,6.67
1PE,7.08
1PE,9.5
1PE,2
1PE,8.33
1PE,9.17
1PE,8.67
1PE,8.83
1PE,2.58
1PE,9.83
1PE,8.67
1PE,8.83
1PE,8.5
1PE,5.67
1PE,8.58
1PE,9
1PE,8.83
1PE,8.83
1PE,8.33
1PE,7.08
1PE,9.33
1PE,7.5
1PE,6.92
1PE,7.75
1PE,7.67
1PE,8.67
1PE,7.33
1PE,9.33
1PE,3.08
1PE,8.5
1PE,8.5
1PE,8.25
1PE,7.58
1PE,5.92
1PE,8.08
1PE,8.5
1PE,9
1PE,8.83
1PE,6.17
1PE,7.25
1PE,8.5
1PE,6.83
1PE,9.17
1PE,8.5
1PE,8.58
1PE,6.92
1PE,9.17
1PE,9
1PE,6.42
1PE,8.58
1PE,8.58
1PE,8.33
1PE,9.17
1PE,8.67
1PE,7.83
1PE,6.17
1PE,4.75
1PE,7.83
1PE,8.5
1PE,6.08
1PE,3.75
1PE,3.67
1PE,7.83
1PE,7.83
1PE,8.67
1PE,2.33
1PE,8.42
1PE,1.25
1PE,9.33
1PE,9.17
1PE,9.33
1PE,5.08
1PE,9
1PE,8
1PE,4.25
1PE,8.25
1PE,9.17
1PE,7.83
1PE,8.25
1PE,9.67
1PE,6.17
1PE,8.67
1PE,7.33
1PE,8.33
1PE,7.33
1PE,9.5
1PE,8.17
1PE,9
1PE,8.67
1PE,8.33
1PE,7.75
1PE,8.67
1PE,9.17
1PE,9.17
1PE,9.17
1PE,8.42
1PE,8.83
1PE,8.33
1PE,8.67
1PE,8.5
1PE,8.67
1PE,8.67
1PE,8.83
1PE,8.83
1PE,7.58
1PE,9.5
1PE,9.17
1PE,8.17
1PE,9.17
1PE,8.33
1PE,1.25
1PE,7.83
1PE,5.83
1PE,8.83
1PE,6.58
1PE,8
1PE,8.5
1PE,7
1PE,8.17
1PE,7.42
1PE,7.42
1PE,9.33
1PE,7.33
1PE,7.58
1PE,8.17
1PE,6.42
1PE,7.08
1PE,7.25
1PE,8.08
1PN,6.25
1PN,3
1PN,1.83
1PN,1.08
1PN,2.25
1PN,4.25
1PN,5
1PN,6.75
1PN,5.33
1PN,0.92
1PN,5.5
1PN,7.17
1PN,6.42
1PN,0.83
1PN,4.33
1PN,2.5
1PN,4.5
1PN,2
1PN,2.25
1PN,1.58
1PN,3.42
1PN,1.08
1PN,0.83
1PN,0
1PN,5.42
1PN,6.67
1PN,0
1PN,5.58
1PN,2
1PN,0
1PN,2.75
1PN,5.58
1PN,3.17
1PN,2.33
1PN,1.83
1PN,3.75
1PN,4.17
1RC,1.92
1RC,1.92
1RC,6.83
1RC,6.92
1RC,5.58
1RC,1.08
1RC,0.75
1RC,7.08
1RC,2.25
1RC,2.5
1RC,4.58
1RC,1.83
1RC,7.42
1RC,5.83
1RC,3
1RC,3.42
1RC,4.92
1RC,5.17
1RC,6.25
1RC,1.25
1RC,4
1RC,3.58
1RC,4.58
1RC,7
1RC,7.75
1RC,1.25
1RC,4.83
1RC,5.92
1RC,3
1RC,5.58
1RC,2.33
1RC,1.08
1RC,2.58
1RC,7.42
1RC,1.75
1RC,6.33
1RC,3.58
1RC,4.08
1RC,2.58
1RC,2.92
1RC,1.75
1RC,1.08
1RG,8.33
1RG,5.25
1RG,4.42
1RG,2.58
1RG,5.75
1RG,5.5
1RG,8.5
1RG,3.08
1RG,8.75
1RG,6.5
1RG,7.5
1RG,4.25
1RG,4.92
1RG,5.83
1RG,6.08
1RG,2
1RG,2.25
1RG,3.67
1RG,4.92
1RG,1.25
1RG,1.42
1RG,7.83
1RG,8.33
1RG,6.75
1RG,3.75
1RG,2.83
1RG,9.5
1RG,6.58
1RG,4.83
1RG,4.17
1RG,7.17
1RG,6
1RG,6.75
1RG,6.33
1RG,8.17
1RG,6.92
1RG,2.92
1RG,7.92
1RG,7.42
1RG,7.58
1RG,7.25
1RG,8.25
1RG,7.75
1RG,1.92
1RG,3.83
1RG,5.33
1RG,5
1RG,8
1RG,2.42
1RG,6.5
1RG,4.17
1RG,7.42
1RG,2
1RG,7.58
1RG,7.17
1RG,4.17
1RG,1.25
1RG,8.42
1RG,7.08
1RG,6.33
1RG,3
1RG,5.67
1RG,5.5
1RG,2.5
1RG,4.58
1RG,6.83
1RG,7.17
1RG,1.25
1RG,5
1RG,6.42
1RG,2.58
1RG,5
1RG,1.83
1RG,6.75
1RG,2.33
1RG,3.17
1RG,4.58
1RG,3.08
1RG,4.42
1RG,4.83
1RG,1.42
1RG,6.92
1RG,4.75
1RG,7.92
1RG,3.17
1RG,5.25
1RG,6.83
1RG,1.17
1RG,2.25
1RG,5.08
1RG,7.92
1RG,5.25
1RG,5.08
1RG,4.08
1RG,1.75
1RG,6.58
1RG,6.33
1RG,6.25
1RG,6.67
1RG,3.67
1RG,4.83
1RG,2.83
1RG,7.33
1RG,3.33
1RG,7
1RG,2.25
1RG,2.83
1RG,5.67
1RG,2
1RG,4.58
1RG,7.5
1RG,1.75
1RG,5.08
1RG,7
1RG,7.5
1RG,6.58
1RG,7.33
1RG,3.08
1RG,8.25
1RG,1.25
1RG,2.17
1RI,4.17
1RI,0.42
1RI,0.42
1RI,4.33
1RI,7.17
1RI,2.83
1RI,2.42
1RI,0.42
1RI,0
1RI,7.67
1RI,5.67
1RI,2.33
1RI,0
1RI,6.08
1RI,2.25
1RI,8
1RI,0
1RI,0.58
1RI,4.92
1RI,8.08
1RI,1.75
1RI,5.08
1RI,4.83
1RI,7
1RI,6
1RI,7.58
1RI,3.42
1RI,8.25
1RI,5.42
1RI,5.17
1RI,4.83
1RI,1.5
1RI,3.17
1RI,5
1RI,0.83
1RI,0.75
1RI,1
1RI,0.42
1RI,7.33
1RI,1.17
1RI,8.08
1RI,4
1RI,7.58
1RI,1.92
1RI,7.58
1RI,6.75
1RI,3.25
1RI,7.5
1RI,3.83
1RI,7.33
1RI,4.08
1RI,6.75
1RI,5.08
1RL,3.5
1RL,2.92
1RL,0.92
1RL,1.83
1RL,6.5
1RL,2.75
1RL,3.42
1RL,7.25
1RL,4.83
1RL,5.75
1RL,5.83
1RL,4.42
1RL,1.83
1RL,4.42
1RL,2.08
1RL,1.58
1RL,4.92
1RL,1.17
1RL,4.83
1RL,1.08
1RL,6
1RL,7.08
1RL,5.75
1RL,0.92
1RL,8.75
1RL,0.58
1RL,6.17
1RL,6.75
1RL,6.58
1RL,1.08
1RL,0.92
1RL,2.08
1RL,1.67
1RL,6.92
1RL,1.25
1RL,4.92
1RL,6
1RL,7.33
1RL,7.42
1RL,5.92
1RL,2.25
1RL,6.25
1RL,3
1RL,0.75
1RL,6.75
1RL,4.5
1RL,6.25
1RL,0.75
1RL,4.83
1RL,6.42
1RL,4.25
1RL,1.08
1RL,1.08
1RL,5.17
1RL,7
1RL,2
1RL,1.67
1RL,1.42
1RL,5.83
1RL,3.25
1RL,6.25
1RL,6.83
1RL,5.42
1RL,6.42
1RL,4.25
1RL,7.83
1RL,8.08
1RL,4.42
1RL,3.92
1RL,3.75
1RL,7.25
1RL,6.17
1RL,6.5
1RL,2.08
1RL,4.75
1RL,7.5
1RL,2.17
1RL,6.08
1RL,6.58
1RL,1.58
1RL,4
1RL,3.75
1RL,7.17
1RL,2.08
1RL,6.75
1RL,8.25
1RL,7.25
1RL,7.5
1RL,3.17
1RL,5.08
1RL,6.08
1RL,3
1RL,7.08
1RL,1.83
1RL,4.92
1RL,2
1RL,3.67
1RL,1.75
1RL,7.5
1RL,6.25
1RL,7.67
1RL,2.75
1RL,4.5
1RL,2.92
1RL,6.5
1RL,3.5
1RL,3.67
1RL,6.08
1RL,7.25
1RL,4.25
1RL,4.5
1RL,2.42
1RL,6.58
1RL,2.5
1RL,8.5
1RL,8.33
1RL,7.08
1RL,8.67
1RN,7
1RN,5.42
1RN,5.58
1RN,9.17
1RN,8
1RN,8.75
1RN,9.42
1RN,9.42
1RN,8.67
1RN,5.17
1RN,1
1RN,4.17
1RN,9.58
1RN,8.08
1RN,9.08
1RN,9.17
1RN,8.42
1RN,8.83
1RN,4.92
1RN,7.75
1RN,7.92
1RN,8.67
1RN,8.92
1RN,7.42
1RN,8.33
1RN,7.42
1RN,8.67
1RN,7.42
1RN,9.33
1RN,2.83
1RN,6.17
1RN,8.5
1RN,6.83
