CC,USN,sgpa
1RI,1RI16CS024,4.83
1RI,1RI16CS025,7
1RI,1RI16CS026,6
1RI,1RI16CS027,7.58
1RI,1RI16CS028,3.42
1RI,1RI16CS029,8.25
1RI,1RI16CS030,5.42
1RI,1RI16CS031,5.17
1RI,1RI16CS032,4.83
1RI,1RI16CS033,1.5
1RI,1RI16CS034,3.17
1RI,1RI16CS035,5
1RI,1RI16CS036,0.83
1RI,1RI16CS037,0.75
1RI,1RI16CS038,1
1RI,1RI16CS039,0.42
1RI,1RI16CS040,7.33
1RI,1RI16CS041,1.17
1RI,1RI16CS042,8.08
1RI,1RI16CS043,4
1RI,1RI16CS044,7.58
1RI,1RI16CS045,1.92
1RI,1RI16CS046,7.58
1RI,1RI16CS047,6.75
1RI,1RI16CS048,3.25
1RI,1RI16CS049,7.5
1RI,1RI16CS050,3.83
1RI,1RI16CS051,7.33
1RI,1RI16CS052,4.08
1RI,1RI16CS053,6.75
1RI,1RI16CS054,5.08
1RL,1RL16CS001,3.5
1RL,1RL16CS002,2.92
1RL,1RL16CS003,0.92
1RL,1RL16CS004,1.83
1RL,1RL16CS005,6.5
1RL,1RL16CS006,2.75
1RL,1RL16CS007,3.42
1RL,1RL16CS008,7.25
1RL,1RL16CS009,4.83
1RL,1RL16CS010,5.75
1RL,1RL16CS011,5.83
1RL,1RL16CS012,4.42
1RL,1RL16CS013,1.83
1RL,1RL16CS014,4.42
1RL,1RL16CS015,2.08
1RL,1RL16CS016,1.58
1RL,1RL16CS017,4.92
1RL,1RL16CS018,1.17
1RL,1RL16CS019,4.83
1RL,1RL16CS020,1.08
1RL,1RL16CS021,6
1RL,1RL16CS022,7.08
1RL,1RL16CS023,5.75
1RL,1RL16CS024,0.92
1RL,1RL16CS025,8.75
1RL,1RL16CS026,0.58
1RL,1RL16CS027,6.17
1RL,1RL16CS028,6.75
1RL,1RL16CS029,6.58
1RL,1RL16CS030,1.08
1RL,1RL16CS031,0.92
1RL,1RL16CS032,2.08
1RL,1RL16CS033,1.67
1RL,1RL16CS034,6.92
1RL,1RL16CS035,1.25
1RL,1RL16CS036,4.92
1RL,1RL16CS037,6
1RL,1RL16CS038,7.33
1RL,1RL16CS039,7.42
1RL,1RL16CS040,5.92
1RL,1RL16CS041,2.25
1RL,1RL16CS042,6.25
1RL,1RL16CS043,3
1RL,1RL16CS044,0.75
1RL,1RL16CS045,6.75
1RL,1RL16CS046,4.5
1RL,1RL16CS047,6.25
1RL,1RL16CS048,0.75
1RL,1RL16CS049,4.83
1RL,1RL16CS050,6.42
1RL,1RL16CS051,4.25
1RL,1RL16CS052,1.08
1RL,1RL16CS053,1.08
1RL,1RL16CS054,5.17
1RL,1RL16CS055,7
1RL,1RL16CS056,2
1RL,1RL16CS057,1.67
1RL,1RL16CS058,1.42
1RL,1RL16CS059,5.83
1RL,1RL16CS060,3.25
1RL,1RL16CS061,6.25
1RL,1RL16CS062,6.83
1RL,1RL16CS063,5.42
1RL,1RL16CS064,6.42
1RL,1RL16CS065,4.25
1RL,1RL16CS066,7.83
1RL,1RL16CS067,8.08
1RL,1RL16CS068,4.42
1RL,1RL16CS069,3.92
1RL,1RL16CS070,3.75
1RL,1RL16CS071,7.25
1RL,1RL16CS072,6.17
1RL,1RL16CS073,6.5
1RL,1RL16CS074,2.08
1RL,1RL16CS075,4.75
1RL,1RL16CS076,7.5
1RL,1RL16CS077,2.17
1RL,1RL16CS078,6.08
1RL,1RL16CS079,6.58
1RL,1RL16CS080,1.58
1RL,1RL16CS081,4
1RL,1RL16CS082,3.75
1RL,1RL16CS083,7.17
1RL,1RL16CS084,2.08
1RL,1RL16CS085,6.75
1RL,1RL16CS086,8.25
1RL,1RL16CS087,7.25
1RL,1RL16CS088,7.5
1RL,1RL16CS089,3.17
1RL,1RL16CS090,5.08
1RL,1RL16CS091,6.08
1RL,1RL16CS092,3
1RL,1RL16CS093,7.08
1RL,1RL16CS094,1.83
1RL,1RL16CS095,4.92
1RL,1RL16CS096,2
1RL,1RL16CS097,3.67
1RL,1RL16CS098,1.75
1RL,1RL16CS099,7.5
1RL,1RL16CS100,6.25
1RL,1RL16CS101,7.67
1RL,1RL16CS102,2.75
1RL,1RL16CS103,4.5
1RL,1RL16CS104,2.92
1RL,1RL16CS105,6.5
1RL,1RL16CS106,3.5
1RL,1RL16CS107,3.67
1RL,1RL16CS108,6.08
1RL,1RL16CS109,7.25
1RL,1RL16CS110,4.25
1RL,1RL16CS111,4.5
1RL,1RL16CS112,2.42
1RL,1RL16CS113,6.58
1RL,1RL16CS114,2.5
1RL,1RL16CS115,8.5
1RL,1RL16CS116,8.33
1RL,1RL16CS117,7.08
1RL,1RL16CS118,8.67
1RN,1RN16CS001,7
1RN,1RN16CS002,5.42
1RN,1RN16CS003,5.58
1RN,1RN16CS004,9.17
1RN,1RN16CS005,8
1RN,1RN16CS006,8.75
1RN,1RN16CS007,9.42
1RN,1RN16CS008,9.42
1RN,1RN16CS009,8.67
1RN,1RN16CS010,5.17
1RN,1RN16CS011,1
1RN,1RN16CS012,4.17
1RN,1RN16CS013,9.58
1RN,1RN16CS014,8.08
1RN,1RN16CS015,9.08
1RN,1RN16CS016,9.17
1RN,1RN16CS017,8.42
1RN,1RN16CS018,8.83
1RN,1RN16CS019,4.92
1RN,1RN16CS020,7.75
1RN,1RN16CS021,7.92
1RN,1RN16CS022,8.67
1RN,1RN16CS023,8.92
1RN,1RN16CS024,7.42
1RN,1RN16CS025,8.33
1RN,1RN16CS026,7.42
1RN,1RN16CS027,8.67
1RN,1RN16CS028,7.42
1RN,1RN16CS029,9.33
1RN,1RN16CS030,2.83
1RN,1RN16CS031,6.17
1RN,1RN16CS032,8.5
1RN,1RN16CS033,6.83
1RN,1RN16CS034,8
1RN,1RN16CS035,9.25
1RN,1RN16CS036,5.58
1RN,1RN16CS037,2.92
1RN,1RN16CS038,7.17
1RN,1RN16CS039,8.08
1RN,1RN16CS040,3.42
1RN,1RN16CS041,5.58
1RN,1RN16CS042,6.5
1RN,1RN16CS043,8.08
1RN,1RN16CS044,8.83
1RN,1RN16CS045,9.17
1RN,1RN16CS046,0.92
1RN,1RN16CS047,8.83
1RN,1RN16CS048,4.25
1RN,1RN16CS049,9.33
1RN,1RN16CS050,8.42
1RN,1RN16CS051,8.5
1RN,1RN16CS052,7.58
1RN,1RN16CS053,8.67
1RN,1RN16CS054,8.75
1RN,1RN16CS055,8
1RN,1RN16CS056,8.83
1RN,1RN16CS057,8.75
1RN,1RN16CS058,8.92
1RN,1RN16CS059,7.92
1RN,1RN16CS060,8.67
1RN,1RN16CS061,9
1RN,1RN16CS062,9.25
1RN,1RN16CS063,9.58
1RN,1RN16CS064,7.75
1RN,1RN16CS065,7.92
1RN,1RN16CS066,6.25
1RN,1RN16CS067,9.08
1RN,1RN16CS068,8.5
1RN,1RN16CS069,8.58
1RN,1RN16CS070,8.25
1RN,1RN16CS071,8.75
1RN,1RN16CS072,9
1RN,1RN16CS073,6
1RN,1RN16CS074,6.08
1RN,1RN16CS075,7.5
1RN,1RN16CS076,9.58
1RN,1RN16CS077,9.33
1RN,1RN16CS078,9.08
1RN,1RN16CS079,8.58
1RN,1RN16CS080,7.67
1RN,1RN16CS081,9.17
1RN,1RN16CS082,9
1RN,1RN16CS083,3.33
1RN,1RN16CS084,8.42
1RN,1RN16CS085,6.58
1RN,1RN16CS086,9.17
1RN,1RN16CS087,6.67
1RN,1RN16CS088,9.25
1RN,1RN16CS089,7.58
1RN,1RN16CS090,8.17
1RN,1RN16CS091,8.75
1RN,1RN16CS092,8.92
1RN,1RN16CS093,8.25
1RN,1RN16CS094,8
1RN,1RN16CS095,9.08
1RN,1RN16CS096,8.92
1RN,1RN16CS097,9.33
1RN,1RN16CS098,8.83
1RN,1RN16CS099,8.75
1RN,1RN16CS100,6.17
1RN,1RN16CS101,5.17
1RN,1RN16CS102,7.08
1RN,1RN16CS103,9.67
1RN,1RN16CS104,8.17
1RN,1RN16CS105,4.83
1RN,1RN16CS106,8.92
1RN,1RN16CS107,1.25
1RN,1RN16CS108,9.25
1RN,1RN16CS109,6.42
1RN,1RN16CS110,7.58
1RN,1RN16CS111,8.08
1RN,1RN16CS112,8.67
1RN,1RN16CS113,8.42
1RN,1RN16CS114,4.92
1RN,1RN16CS115,8
1RN,1RN16CS116,6.5
1RN,1RN16CS117,8.08
1RN,1RN16CS118,8.25
1RN,1RN16CS119,1.17
1RN,1RN16CS120,9
1RN,1RN16CS121,7.75
1RN,1RN16CS122,2.92
1RN,1RN16CS123,8.5
1RN,1RN16CS124,8.83
1RR,1RR16CS001,3.42
1RR,1RR16CS002,8.25
1RR,1RR16CS003,6.17
1RR,1RR16CS004,5.17
1RR,1RR16CS005,7.08
1RR,1RR16CS006,8.5
1RR,1RR16CS007,0.42
1RR,1RR16CS008,8.5
1RR,1RR16CS009,3.67
1RR,1RR16CS010,5.08
1RR,1RR16CS011,7.75
1RR,1RR16CS012,4.75
1RR,1RR16CS013,7.17
1RR,1RR16CS014,7.58
1RR,1RR16CS015,3.5
1RR,1RR16CS016,8.17
1RR,1RR16CS017,6.75
1RR,1RR16CS018,7.42
1RR,1RR16CS019,8.5
1RR,1RR16CS020,8
1RR,1RR16CS021,7.25
1RR,1RR16CS022,5.25
1RR,1RR16CS023,7.75
1RR,1RR16CS024,8.17
1RR,1RR16CS025,2.92
1RR,1RR16CS026,6.25
1RR,1RR16CS027,4.92
1RR,1RR16CS028,2.42
1RR,1RR16CS029,3.42
1RR,1RR16CS030,6.83
1RR,1RR16CS031,5.42
1RR,1RR16CS032,8.5
1RR,1RR16CS033,7
1RR,1RR16CS034,4.83
1RR,1RR16CS035,7.58
1RR,1RR16CS036,3.75
1RR,1RR16CS037,6.83
1RR,1RR16CS038,5.08
1RR,1RR16CS039,7.08
1RR,1RR16CS040,6.92
1RR,1RR16CS041,1.58
1RR,1RR16CS042,1.17
1RR,1RR16CS043,7.58
1RR,1RR16CS044,6.08
1RR,1RR16CS045,3.17
1RR,1RR16CS046,3.33
1RR,1RR16CS047,3.75
1RR,1RR16CS048,7.92
1RR,1RR16CS049,6.67
1RR,1RR16CS050,2
1RR,1RR16CS051,4
1RR,1RR16CS052,7.83
1RR,1RR16CS053,6.17
1RR,1RR16CS054,3.17
1RR,1RR16CS055,7.08
1RR,1RR16CS056,3.92
1RR,1RR16CS057,3.17
1RR,1RR16CS058,7.42
1RR,1RR16CS059,3.83
1RR,1RR16CS060,4.83
1RR,1RR16CS061,5
1RR,1RR16CS062,6.25
1RR,1RR16CS063,9.33
1RR,1RR16CS064,3.42
1RR,1RR16CS065,7.25
1RR,1RR16CS066,2.75
1RR,1RR16CS067,6.5
1RR,1RR16CS068,3.33
1RR,1RR16CS069,1.08
1RR,1RR16CS070,2.42
1RR,1RR16CS071,3.42
1RR,1RR16CS072,2
1RR,1RR16CS073,0
1RR,1RR16CS074,5.08
1RR,1RR16CS075,5.25
1RR,1RR16CS076,5.92
1RR,1RR16CS077,8.33
1RR,1RR16CS078,6.92
1RR,1RR16CS079,7.58
1RR,1RR16CS080,7.75
1RR,1RR16CS081,8
1RR,1RR16CS082,3.33
1RR,1RR16CS083,3
1RR,1RR16CS084,3
1RR,1RR16CS085,7.5
1RR,1RR16CS086,4.5
1RR,1RR16CS087,2.08
1RR,1RR16CS088,6.67
1RR,1RR16CS089,2.58
1RR,1RR16CS090,7.08
1RR,1RR16CS091,5.83
1RR,1RR16CS092,7.42
1RR,1RR16CS093,6.58
1RR,1RR16CS094,1.83
1RR,1RR16CS095,1.92
1RR,1RR16CS096,5.92
1RR,1RR16CS097,3.67
1RR,1RR16CS098,7.08
1RR,1RR16CS099,8.58
1RR,1RR16CS100,5.83
1RR,1RR16CS101,4.75
1RR,1RR16CS102,5.83
1RR,1RR16CS103,6.92
1RR,1RR16CS104,0.67
1RR,1RR16CS105,0
1RR,1RR16CS106,7.42
1RR,1RR16CS107,5.08
1RR,1RR16CS108,5.42
1RR,1RR16CS109,4.08
1RR,1RR16CS110,2.92
1RR,1RR16CS111,7.75
1RR,1RR16CS112,4.67
1RR,1RR16CS113,3.25
1RR,1RR16CS114,6.83
1RR,1RR16CS115,8.08
1RR,1RR16CS116,8.83
1RR,1RR16CS117,6
1RR,1RR16CS118,8
1RR,1RR16CS119,8.42
1RR,1RR16CS120,4.17
1RR,1RR16CS121,5.83
1RR,1RR16CS122,6.33
1RR,1RR16CS123,8
1RR,1RR16CS124,8.17
1RR,1RR16CS125,2
1RR,1RR16CS126,4
1RR,1RR16CS127,5.58
1RR,1RR16CS128,8.08
1RR,1RR16CS129,6.67
1RR,1RR16CS130,7.92
1RR,1RR16CS131,5.75
1RR,1RR16CS132,5.58
1RR,1RR16CS133,1.75
1RR,1RR16CS134,7.17
1RR,1RR16CS135,5.92
1RR,1RR16CS136,3.67
1RR,1RR16CS137,2.83
1RR,1RR16CS138,7.17
1RR,1RR16CS139,3.92
1RR,1RR16CS140,7.75
1RR,1RR16CS141,7.33
1RR,1RR16CS142,8.33
1RR,1RR16CS143,8
1RR,1RR16CS144,9.08
1RR,1RR16CS145,1.5
1RR,1RR16CS146,8.08
1RR,1RR16CS147,4.67
1RR,1RR16CS148,1.25
1RR,1RR16CS149,7.33
1RR,1RR16CS150,3.83
1RR,1RR16CS151,8
1RR,1RR16CS152,8.42
1RR,1RR16CS153,5.08
1RR,1RR16CS154,3.75
1RR,1RR16CS155,7.5
1RR,1RR16CS156,4.83
1RR,1RR16CS157,6.17
1RR,1RR16CS158,7.25
1RR,1RR16CS159,6.83
1RR,1RR16CS160,7.08
1RR,1RR16CS161,6.25
1RR,1RR16CS162,7.17
1RR,1RR16CS163,3.25
1RR,1RR16CS164,8.58
1RR,1RR16CS165,7.5
1RR,1RR16CS166,8.5
1RR,1RR16CS167,7.42
1RR,1RR16CS168,6.58
1RR,1RR16CS169,8.58
1RR,1RR16CS170,0.92
1RR,1RR16CS171,7.17
1RR,1RR16CS172,2
1RR,1RR16CS173,8.42
1RR,1RR16CS174,1
1RR,1RR16CS175,5.17
1RR,1RR16CS176,2.42
1RR,1RR16CS177,7.25
1RR,1RR16CS178,5.42
1RR,1RR16CS179,4.17
1RR,1RR16CS180,4.08
1SB,1SB16CS001,2.17
1SB,1SB16CS002,6.58
1SB,1SB16CS003,9.5
1SB,1SB16CS004,5.5
1SB,1SB16CS005,6.58
1SB,1SB16CS006,6.58
1SB,1SB16CS007,7.58
1SB,1SB16CS008,3.08
1SB,1SB16CS009,3.92
1SB,1SB16CS010,4
1SB,1SB16CS011,4.17
1SB,1SB16CS012,3.42
1SB,1SB16CS013,4.17
1SB,1SB16CS014,5.67
1SB,1SB16CS015,4.92
1SB,1SB16CS016,1
1SB,1SB16CS017,6.58
1SB,1SB16CS018,7.5
1SB,1SB16CS019,3.67
1SB,1SB16CS020,5.83
1SB,1SB16CS021,4.25
1SB,1SB16CS022,7.75
1SB,1SB16CS023,7.67
1SB,1SB16CS024,7.5
1SB,1SB16CS025,7.17
1SB,1SB16CS026,4.25
1SB,1SB16CS027,1.08
1SB,1SB16CS028,7.67
1SB,1SB16CS029,6.75
1SB,1SB16CS030,6.75
1SB,1SB16CS031,2.17
1SB,1SB16CS032,7.67
1SB,1SB16CS033,1.83
1SB,1SB16CS034,5.08
1SB,1SB16CS035,7.42
1SB,1SB16CS036,7.92
1SB,1SB16CS037,1.92
1SB,1SB16CS038,4.25
1SB,1SB16CS039,6.5
1SB,1SB16CS040,6.83
1SB,1SB16CS041,3.75
1SB,1SB16CS042,2.75
1SB,1SB16CS043,1.33
1SB,1SB16CS044,4.58
1SB,1SB16CS045,6.17
1SB,1SB16CS046,5.42
1SB,1SB16CS047,3
1SB,1SB16CS048,6.17
1SB,1SB16CS049,8.42
1SB,1SB16CS050,8.5
1SB,1SB16CS051,6.17
1SB,1SB16CS052,6.25
1SB,1SB16CS053,5.67
1SB,1SB16CS054,3.67
1SB,1SB16CS055,6.25
1SB,1SB16CS056,5.25
1SB,1SB16CS057,3.42
1SB,1SB16CS058,7.58
1SB,1SB16CS059,7.5
1SB,1SB16CS060,5.83
1SB,1SB16CS061,7.92
1SB,1SB16CS062,3.67
1SB,1SB16CS063,6.08
1SB,1SB16CS064,2.08
1SB,1SB16CS065,6.92
1SB,1SB16CS066,8.5
1SB,1SB16CS067,4.17
1SB,1SB16CS068,7.08
1SB,1SB16CS069,1.75
1SB,1SB16CS070,1.08
1SB,1SB16CS071,4
1SB,1SB16CS072,3.5
1SB,1SB16CS073,1.17
1SB,1SB16CS074,7.58
1SB,1SB16CS075,3.58
1SB,1SB16CS076,7.17
1SB,1SB16CS077,6.33
1SB,1SB16CS078,8
1SB,1SB16CS079,7.42
1SB,1SB16CS080,7.08
1SB,1SB16CS081,2.08
1SB,1SB16CS082,7.75
1SB,1SB16CS083,6.33
1SB,1SB16CS085,7.17
1SB,1SB16CS086,2.67
1SB,1SB16CS087,5.42
1SB,1SB16CS088,6.67
1SB,1SB16CS089,8.67
1SB,1SB16CS090,4.17
1SB,1SB16CS091,8.75
1SB,1SB16CS092,2.33
1SB,1SB16CS093,7.42
1SB,1SB16CS094,7.67
1SB,1SB16CS095,6.17
1SB,1SB16CS096,8.58
1SB,1SB16CS097,7.42
1SB,1SB16CS098,8.33
1SB,1SB16CS099,9
1SB,1SB16CS100,3.08
1SB,1SB16CS101,2.58
1SB,1SB16CS102,5.83
1SB,1SB16CS103,5
1SB,1SB16CS104,5.83
1SB,1SB16CS105,5.33
1SB,1SB16CS106,7.33
1SB,1SB16CS107,5.17
1SB,1SB16CS108,3.92
1SB,1SB16CS109,6.17
1SB,1SB16CS110,6.33
1SB,1SB16CS111,3.58
1SG,1SG16CS001,8.67
1SG,1SG16CS002,7.92
1SG,1SG16CS003,8.25
1SG,1SG16CS004,9.17
1SG,1SG16CS005,7.5
1SG,1SG16CS006,7.17
1SG,1SG16CS007,7.92
1SG,1SG16CS008,6.17
1SG,1SG16CS009,7.83
1SG,1SG16CS010,3.67
1SG,1SG16CS011,8.42
1SG,1SG16CS012,6.58
1SG,1SG16CS013,5.33
1SG,1SG16CS014,6.42
1SG,1SG16CS015,7.08
1SG,1SG16CS016,5.58
1SG,1SG16CS017,6.42
1SG,1SG16CS018,7.25
1SG,1SG16CS019,6.75
1SG,1SG16CS020,9.17
1SG,1SG16CS021,7
1SG,1SG16CS022,8.67
1SG,1SG16CS023,9.33
1SG,1SG16CS024,7.08
1SG,1SG16CS025,7.67
1SG,1SG16CS026,7.67
1SG,1SG16CS027,5.83
1SG,1SG16CS028,7.83
1SG,1SG16CS029,7.92
1SG,1SG16CS030,7.92
1SG,1SG16CS032,6.17
1SG,1SG16CS033,1.92
1SG,1SG16CS034,6.92
1SG,1SG16CS035,6.17
1SG,1SG16CS036,8.08
1SG,1SG16CS037,2.25
1SG,1SG16CS038,3.92
1SG,1SG16CS039,6.83
1SG,1SG16CS040,9.25
1SG,1SG16CS041,8.5
1SG,1SG16CS042,7.58
1SG,1SG16CS043,9
1SG,1SG16CS044,4.67
1SG,1SG16CS045,7.92
1SG,1SG16CS046,7.83
1SG,1SG16CS047,8.08
1SG,1SG16CS048,8
1SG,1SG16CS049,7.42
1SG,1SG16CS050,7.67
1SG,1SG16CS051,4.75
1SG,1SG16CS052,8
1SG,1SG16CS053,9.67
1SG,1SG16CS054,7.33
1SG,1SG16CS055,6.17
1SG,1SG16CS056,7.58
1SG,1SG16CS057,6.08
1SG,1SG16CS058,6.67
1SG,1SG16CS059,8.33
1SG,1SG16CS060,8.33
1SG,1SG16CS061,8.58
1SG,1SG16CS062,7.33
1SG,1SG16CS063,5.67
1SG,1SG16CS064,2.5
1SG,1SG16CS066,1.5
1SG,1SG16CS067,8.5
1SG,1SG16CS068,7.92
1SG,1SG16CS069,8.42
1SG,1SG16CS070,8.08
1SG,1SG16CS071,7.17
1SG,1SG16CS072,8
1SG,1SG16CS073,8
1SG,1SG16CS074,9
1SG,1SG16CS075,8.08
1SG,1SG16CS076,2.25
1SG,1SG16CS077,8.5
1SG,1SG16CS078,8.42
1SG,1SG16CS079,6.17
1SG,1SG16CS080,8.25
1SG,1SG16CS081,7.5
1SG,1SG16CS082,8.92
1SG,1SG16CS083,9.08
1SG,1SG16CS084,7.08
1SG,1SG16CS085,7.42
1SG,1SG16CS086,5.42
1SG,1SG16CS087,8.25
1SG,1SG16CS088,8.5
1SG,1SG16CS089,6.58
1SG,1SG16CS090,7.5
1SG,1SG16CS091,7.92
1SG,1SG16CS092,8.25
1SG,1SG16CS093,5.08
1SG,1SG16CS094,7.75
1SG,1SG16CS095,7.25
1SG,1SG16CS096,4.17
1SG,1SG16CS097,7.08
1SG,1SG16CS098,2.75
1SG,1SG16CS099,0
1SG,1SG16CS100,6.5
1SG,1SG16CS101,7.25
1SG,1SG16CS102,9.5
1SG,1SG16CS103,8.67
1SG,1SG16CS104,9
1SG,1SG16CS105,8.58
1SG,1SG16CS106,7.25
1SG,1SG16CS107,7.17
1SG,1SG16CS108,6.17
1SG,1SG16CS109,8.83
1SG,1SG16CS110,8.5
1SG,1SG16CS111,8
1SG,1SG16CS112,7.83
1SG,1SG16CS113,7.67
1SG,1SG16CS114,7.17
1SG,1SG16CS115,8
1SG,1SG16CS116,8
1SG,1SG16CS117,7.67
1SG,1SG16CS118,9
1SG,1SG16CS119,7.58
1SG,1SG16CS120,7.67
1SG,1SG16CS121,2.92
1SG,1SG16CS122,8.58
1SG,1SG16CS123,8.33
1SG,1SG16CS124,6.83
1SJ,1SJ16CS001,7.58
1SJ,1SJ16CS002,8
1SJ,1SJ16CS003,5.5
1SJ,1SJ16CS004,1.08
1SJ,1SJ16CS005,3.33
1SJ,1SJ16CS006,4.17
1SJ,1SJ16CS007,7.92
1SJ,1SJ16CS008,5.67
1SJ,1SJ16CS009,8.42
1SJ,1SJ16CS010,4.5
1SJ,1SJ16CS011,2.58
1SJ,1SJ16CS012,8.83
1SJ,1SJ16CS013,6.92
1SJ,1SJ16CS014,7.75
1SJ,1SJ16CS015,3.08
1SJ,1SJ16CS016,3.92
1SJ,1SJ16CS017,5.42
1SJ,1SJ16CS018,7.42
1SJ,1SJ16CS019,7.83
1SJ,1SJ16CS020,6.17
1SJ,1SJ16CS021,7.5
1SJ,1SJ16CS022,5.67
1SJ,1SJ16CS023,8
1SJ,1SJ16CS024,5.67
1SJ,1SJ16CS025,7.83
1SJ,1SJ16CS026,7.58
1SJ,1SJ16CS027,7
1SJ,1SJ16CS028,6.67
1SJ,1SJ16CS029,5.67
1SJ,1SJ16CS030,9
1SJ,1SJ16CS031,9.33
1SJ,1SJ16CS032,9.17
1SJ,1SJ16CS033,7.92
1SJ,1SJ16CS034,3.58
1SJ,1SJ16CS035,7.42
1SJ,1SJ16CS036,7.58
1SJ,1SJ16CS037,7
1SJ,1SJ16CS038,3.58
1SJ,1SJ16CS039,7
1SJ,1SJ16CS040,7.58
1SJ,1SJ16CS041,9.08
1SJ,1SJ16CS042,6.75
1SJ,1SJ16CS043,1.83
1SJ,1SJ16CS044,5.5
1SJ,1SJ16CS045,8.67
1SJ,1SJ16CS046,3.08
1SJ,1SJ16CS047,7.33
1SJ,1SJ16CS048,3.17
1SJ,1SJ16CS049,4.42
1SJ,1SJ16CS050,6.75
1SJ,1SJ16CS051,3.25
1SJ,1SJ16CS052,7.17
1SJ,1SJ16CS053,5.5
1SJ,1SJ16CS054,6.92
1SJ,1SJ16CS055,6.5
1SJ,1SJ16CS056,6
1SJ,1SJ16CS057,4.58
1SJ,1SJ16CS058,3.33
1SJ,1SJ16CS059,1
1SJ,1SJ16CS060,8.67
1SJ,1SJ16CS061,4.75
1SJ,1SJ16CS062,7.92
1SJ,1SJ16CS063,4.67
1SJ,1SJ16CS064,7.33
1SJ,1SJ16CS065,8.75
1SJ,1SJ16CS066,7.5
1SJ,1SJ16CS067,6.75
1SJ,1SJ16CS068,4.25
1SJ,1SJ16CS069,8.92
1SJ,1SJ16CS070,7.58
1SJ,1SJ16CS071,8
1SJ,1SJ16CS072,6.5
1SJ,1SJ16CS073,4.25
1SJ,1SJ16CS074,7.17
1SJ,1SJ16CS075,8
1SJ,1SJ16CS076,6.92
1SJ,1SJ16CS077,6.92
1SJ,1SJ16CS078,7
1SJ,1SJ16CS079,6.5
1SJ,1SJ16CS080,8.58
1SJ,1SJ16CS081,1.25
1SJ,1SJ16CS082,7.33
1SJ,1SJ16CS083,8.92
1SJ,1SJ16CS084,8.75
1SJ,1SJ16CS085,4.92
1SJ,1SJ16CS087,5.75
1SJ,1SJ16CS088,7.67
1SJ,1SJ16CS089,6.33
1SJ,1SJ16CS090,8.17
1SJ,1SJ16CS091,0.92
1SJ,1SJ16CS092,6.75
1SJ,1SJ16CS093,5.67
1SJ,1SJ16CS094,8.33
1SJ,1SJ16CS095,8.25
1SJ,1SJ16CS096,8.25
1SJ,1SJ16CS097,7
1SJ,1SJ16CS098,5
1SJ,1SJ16CS100,2.83
1SJ,1SJ16CS101,6.58
1SJ,1SJ16CS102,5.33
1SJ,1SJ16CS104,2.58
1SJ,1SJ16CS105,3.67
1SJ,1SJ16CS106,7.33
1SJ,1SJ16CS107,6.33
1SJ,1SJ16CS108,5.75
1SJ,1SJ16CS109,7.58
1SJ,1SJ16CS110,8.17
1SJ,1SJ16CS111,4.25
1SJ,1SJ16CS112,3.42
1SJ,1SJ16CS113,7.08
1SJ,1SJ16CS114,2.75
1SJ,1SJ16CS115,8.25
1SJ,1SJ16CS117,7.58
1SJ,1SJ16CS118,4
1SJ,1SJ16CS119,3.75
1SJ,1SJ16CS120,8.08
1SJ,1SJ16CS121,8.58
1SJ,1SJ16CS122,7.67
1SJ,1SJ16CS123,6.67
1SJ,1SJ16CS124,7.75
1SJ,1SJ16CS125,6.42
1SK,1SK16CS001,5.17
1SK,1SK16CS002,6.42
1SK,1SK16CS003,8.58
1SK,1SK16CS004,7.33
1SK,1SK16CS005,5.42
1SK,1SK16CS006,4.17
1SK,1SK16CS007,7.17
1SK,1SK16CS008,7.58
1SK,1SK16CS009,7.25
1SK,1SK16CS010,9.08
1SK,1SK16CS011,7.25
1SK,1SK16CS012,6.67
1SK,1SK16CS013,8
1SK,1SK16CS014,1.92
1SK,1SK16CS015,7.5
1SK,1SK16CS016,8.25
1SK,1SK16CS017,6.33
1SK,1SK16CS018,4.67
1SK,1SK16CS019,7.5
1SK,1SK16CS020,3.92
1SK,1SK16CS021,8.83
1SK,1SK16CS023,7.67
1SK,1SK16CS024,4.5
1SK,1SK16CS025,8.25
1SK,1SK16CS026,7
1SK,1SK16CS027,8
1SK,1SK16CS028,7.67
1SK,1SK16CS029,3.58
1SK,1SK16CS030,8.42
1SK,1SK16CS031,5.92
1SK,1SK16CS032,8.25
1SK,1SK16CS033,7.5
1SK,1SK16CS034,7.58
1SK,1SK16CS035,7.58
1SK,1SK16CS036,5.33
1SK,1SK16CS037,3.75
1SK,1SK16CS038,7.08
1SK,1SK16CS039,5.92
1SK,1SK16CS040,7.58
1SK,1SK16CS041,6.67
1SK,1SK16CS042,6.5
1SK,1SK16CS043,7.08
1SK,1SK16CS044,4.5
1SP,1SP16CS001,1.17
1SP,1SP16CS002,6.83
1SP,1SP16CS004,1.08
1SP,1SP16CS005,5.42
1SP,1SP16CS006,5.58
1SP,1SP16CS007,7.08
1SP,1SP16CS008,3.92
1SP,1SP16CS009,3.5
1SP,1SP16CS010,2.08
1SP,1SP16CS011,2.42
1SP,1SP16CS012,6.58
1SP,1SP16CS013,2.17
1SP,1SP16CS014,5.92
1SP,1SP16CS015,1.25
1SP,1SP16CS016,5.5
1SP,1SP16CS017,4.5
1SP,1SP16CS018,0.42
1SP,1SP16CS019,6.42
1SP,1SP16CS020,7.25
1SP,1SP16CS021,6.08
