CC,USN,sgpa
1SP,1SP16CS022,7.25
1SP,1SP16CS023,4.08
1SP,1SP16CS024,6.83
1SP,1SP16CS025,5.75
1SP,1SP16CS026,2.67
1SP,1SP16CS027,1.92
1SP,1SP16CS028,3.75
1SP,1SP16CS029,1
1SP,1SP16CS030,4
1SP,1SP16CS031,1
1SP,1SP16CS032,6.33
1SP,1SP16CS033,3.92
1SP,1SP16CS034,6.25
1SP,1SP16CS035,1.25
1SP,1SP16CS036,5.5
1SP,1SP16CS037,3.67
1SP,1SP16CS038,1.75
1SP,1SP16CS039,7.25
1SP,1SP16CS040,2.5
1SP,1SP16CS041,4
1SP,1SP16CS042,2.17
1SP,1SP16CS043,6.33
1SP,1SP16CS044,2
1SP,1SP16CS045,2.75
1SP,1SP16CS046,5.92
1SP,1SP16CS047,4.5
1SP,1SP16CS048,4
1SP,1SP16CS049,7.25
1SP,1SP16CS050,6.42
1SP,1SP16CS052,7.42
1SP,1SP16CS053,3.5
1SP,1SP16CS054,3
1SP,1SP16CS055,6.5
1SP,1SP16CS056,1.08
1SP,1SP16CS057,5.58
1SP,1SP16CS058,4.08
1SP,1SP16CS059,4
1SP,1SP16CS060,8.25
1SP,1SP16CS061,6.83
1SP,1SP16CS062,4.25
1SP,1SP16CS063,6.92
1SP,1SP16CS064,7.83
1SP,1SP16CS065,2.83
1SP,1SP16CS066,3.17
1SP,1SP16CS067,4.67
1SP,1SP16CS068,2.67
1SP,1SP16CS069,7
1SP,1SP16CS070,3.42
1SP,1SP16CS071,6.83
1SP,1SP16CS072,4.58
1SP,1SP16CS073,0.42
1SP,1SP16CS074,2.08
1SP,1SP16CS075,5.58
1SP,1SP16CS077,6.83
1SP,1SP16CS078,7.5
1SP,1SP16CS079,6.67
1SP,1SP16CS080,4.67
1SP,1SP16CS081,4.08
1SP,1SP16CS082,1.42
1SP,1SP16CS084,7.83
1SP,1SP16CS085,6.92
1SP,1SP16CS086,3.83
1SP,1SP16CS087,5.08
1SP,1SP16CS088,3.92
1SP,1SP16CS089,2.75
1SP,1SP16CS090,7.5
1SP,1SP16CS091,6
1SP,1SP16CS092,7.33
1SP,1SP16CS093,6.17
1SP,1SP16CS094,2.83
1SP,1SP16CS095,3.92
1SP,1SP16CS096,7.58
1SP,1SP16CS097,2.08
1SP,1SP16CS098,6.92
1SP,1SP16CS099,3.83
1SP,1SP16CS100,4.83
1SP,1SP16CS101,4
1SP,1SP16CS102,5.92
1SP,1SP16CS103,0
1SP,1SP16CS104,5.33
1SP,1SP16CS105,1.17
1SP,1SP16CS106,3.5
1SP,1SP16CS107,1.75
1SP,1SP16CS108,1.83
1SP,1SP16CS109,1.17
1SP,1SP16CS110,7.58
1ST,1ST16CS001,7.5
1ST,1ST16CS002,7
1ST,1ST16CS003,3.08
1ST,1ST16CS004,6.83
1ST,1ST16CS005,5
1ST,1ST16CS006,5.58
1ST,1ST16CS007,0
1ST,1ST16CS008,8.67
1ST,1ST16CS009,8.17
1ST,1ST16CS010,4.67
1ST,1ST16CS011,1.17
1ST,1ST16CS012,3.08
1ST,1ST16CS013,6.67
1ST,1ST16CS014,3.83
1ST,1ST16CS015,2.58
1ST,1ST16CS016,0
1ST,1ST16CS017,6.75
1ST,1ST16CS018,4.33
1ST,1ST16CS019,3.67
1ST,1ST16CS020,4.42
1ST,1ST16CS021,5.08
1ST,1ST16CS022,2.58
1ST,1ST16CS023,5.17
1ST,1ST16CS024,1.25
1ST,1ST16CS025,7.5
1ST,1ST16CS026,8
1ST,1ST16CS027,7.5
1ST,1ST16CS028,3
1ST,1ST16CS029,6.83
1ST,1ST16CS030,6.67
1ST,1ST16CS031,2.17
1ST,1ST16CS032,1.08
1ST,1ST16CS033,2.92
1ST,1ST16CS034,2.75
1ST,1ST16CS035,7.83
1ST,1ST16CS036,4
1ST,1ST16CS037,7.33
1ST,1ST16CS038,8.58
1ST,1ST16CS039,8.58
1ST,1ST16CS040,6
1ST,1ST16CS041,4.33
1ST,1ST16CS042,8.42
1ST,1ST16CS043,1.42
1ST,1ST16CS044,2.33
1ST,1ST16CS045,1.17
1ST,1ST16CS046,2.25
1ST,1ST16CS047,5.67
1ST,1ST16CS048,8.25
1ST,1ST16CS049,7.75
1ST,1ST16CS050,2.92
1ST,1ST16CS051,4.25
1ST,1ST16CS052,7.17
1ST,1ST16CS053,6.25
1ST,1ST16CS054,8.67
1ST,1ST16CS055,0.5
1ST,1ST16CS056,4.33
1ST,1ST16CS057,1.83
1ST,1ST16CS058,7.25
1ST,1ST16CS059,8.08
1ST,1ST16CS060,2
1ST,1ST16CS061,6.25
1ST,1ST16CS062,2.5
1ST,1ST16CS063,3.58
1ST,1ST16CS064,8
1ST,1ST16CS065,3.5
1ST,1ST16CS066,7.58
1ST,1ST16CS067,8.08
1ST,1ST16CS068,4.17
1ST,1ST16CS069,2.33
1ST,1ST16CS070,7.58
1ST,1ST16CS071,5.58
1ST,1ST16CS072,4.5
1ST,1ST16CS073,7.33
1ST,1ST16CS074,2.25
1ST,1ST16CS075,3.58
1ST,1ST16CS076,5.92
1ST,1ST16CS077,6.5
1ST,1ST16CS078,6.08
1ST,1ST16CS079,6.25
1ST,1ST16CS080,3
1ST,1ST16CS081,7.5
1ST,1ST16CS082,4.17
1ST,1ST16CS083,5.67
1ST,1ST16CS084,5
1ST,1ST16CS085,4.17
1ST,1ST16CS086,4.25
1ST,1ST16CS087,2.83
1ST,1ST16CS088,0.5
1ST,1ST16CS089,5.75
1ST,1ST16CS090,2.33
1ST,1ST16CS091,5.42
1ST,1ST16CS092,2.33
1ST,1ST16CS093,3.92
1ST,1ST16CS094,9.17
1ST,1ST16CS095,7
1ST,1ST16CS096,0
1ST,1ST16CS097,7.42
1ST,1ST16CS098,6.67
1ST,1ST16CS099,5.17
1ST,1ST16CS100,3
1ST,1ST16CS101,3.08
1ST,1ST16CS102,2.25
1ST,1ST16CS103,7
1ST,1ST16CS104,7.75
1ST,1ST16CS105,9.08
1ST,1ST16CS106,7.58
1ST,1ST16CS107,7
1ST,1ST16CS108,3.83
1ST,1ST16CS109,8.42
1ST,1ST16CS110,7
1ST,1ST16CS111,2.92
1ST,1ST16CS112,7.83
1ST,1ST16CS113,6.75
1ST,1ST16CS114,5.25
1ST,1ST16CS115,7.17
1ST,1ST16CS116,6
1ST,1ST16CS117,4.83
1ST,1ST16CS118,4.42
1ST,1ST16CS119,5.08
1ST,1ST16CS120,6.75
1ST,1ST16CS121,4.42
1ST,1ST16CS122,5.17
1ST,1ST16CS123,4.17
1ST,1ST16CS124,7.17
1ST,1ST16CS125,2.83
1ST,1ST16CS126,8
1ST,1ST16CS127,7.25
1ST,1ST16CS128,3.5
1ST,1ST16CS129,2.5
1ST,1ST16CS130,8.5
1ST,1ST16CS131,4.67
1ST,1ST16CS132,2.67
1ST,1ST16CS133,2.67
1ST,1ST16CS134,8.58
1ST,1ST16CS135,8.25
1ST,1ST16CS136,5
1ST,1ST16CS137,2
1ST,1ST16CS138,5.67
1ST,1ST16CS139,6.33
1ST,1ST16CS140,7.42
1ST,1ST16CS141,4.58
1ST,1ST16CS142,5.92
1ST,1ST16CS143,1.75
1ST,1ST16CS144,1.75
1ST,1ST16CS145,6.5
1ST,1ST16CS146,2.17
1ST,1ST16CS147,2.33
1ST,1ST16CS148,8.25
1ST,1ST16CS149,8.5
1ST,1ST16CS150,1.83
1ST,1ST16CS151,7.92
1ST,1ST16CS152,6.08
1ST,1ST16CS153,4.83
1ST,1ST16CS154,3.17
1ST,1ST16CS155,8
1ST,1ST16CS156,7.17
1ST,1ST16CS157,2.75
1ST,1ST16CS158,6.92
1ST,1ST16CS159,5.17
1ST,1ST16CS160,1.08
1ST,1ST16CS161,4
1ST,1ST16CS162,9.67
1ST,1ST16CS163,5.58
1ST,1ST16CS164,5.25
1ST,1ST16CS165,2.67
1ST,1ST16CS166,5.67
1ST,1ST16CS167,8.75
1ST,1ST16CS168,3.58
1ST,1ST16CS169,5.75
1ST,1ST16CS170,2.83
1ST,1ST16CS171,6.83
1ST,1ST16CS172,4.58
1ST,1ST16CS173,7.25
1ST,1ST16CS174,4.58
1ST,1ST16CS175,3.58
1ST,1ST16CS176,6
1ST,1ST16CS177,3.67
1ST,1ST16CS178,6.17
1ST,1ST16CS179,3.67
1ST,1ST16CS180,8.33
1ST,1ST16CS181,4.33
1ST,1ST16CS182,6.75
1ST,1ST16CS183,4.33
1ST,1ST16CS184,6.08
1ST,1ST16CS185,4.33
1SZ,1SZ16CS001,5
1SZ,1SZ16CS002,4
1SZ,1SZ16CS003,2.42
1SZ,1SZ16CS004,2.17
1SZ,1SZ16CS005,3.92
1SZ,1SZ16CS006,1.25
1SZ,1SZ16CS007,5.83
1SZ,1SZ16CS008,3
1SZ,1SZ16CS009,6.17
1SZ,1SZ16CS010,5.75
1SZ,1SZ16CS011,5.83
1SZ,1SZ16CS012,5.92
1SZ,1SZ16CS013,6.33
1TJ,1TJ16CS001,6.25
1TJ,1TJ16CS002,6.92
1TJ,1TJ16CS003,6.67
1TJ,1TJ16CS004,3.92
1TJ,1TJ16CS005,2.17
1TJ,1TJ16CS006,2.75
1TJ,1TJ16CS007,7.25
1TJ,1TJ16CS008,7.33
1TJ,1TJ16CS009,5.75
1TJ,1TJ16CS010,4.83
1TJ,1TJ16CS011,6.58
1TJ,1TJ16CS012,7.5
1TJ,1TJ16CS013,5.33
1TJ,1TJ16CS014,3.75
1TJ,1TJ16CS015,6.25
1TJ,1TJ16CS016,3.5
1TJ,1TJ16CS017,3.25
1TJ,1TJ16CS018,6.75
1TJ,1TJ16CS019,2.83
1TJ,1TJ16CS020,6.58
1TJ,1TJ16CS021,2.33
1TJ,1TJ16CS022,0.67
1TJ,1TJ16CS023,6.33
1TJ,1TJ16CS024,0.42
1TJ,1TJ16CS025,4.25
1TJ,1TJ16CS026,5.92
1TJ,1TJ16CS027,5.5
1TJ,1TJ16CS028,3.17
1TJ,1TJ16CS029,7.67
1TJ,1TJ16CS030,5.25
1TJ,1TJ16CS031,1.25
1TJ,1TJ16CS032,7.67
1TJ,1TJ16CS033,2
1TJ,1TJ16CS034,2.83
1TJ,1TJ16CS035,7.08
1TJ,1TJ16CS036,4.5
1TJ,1TJ16CS037,8.25
1TJ,1TJ16CS038,4.75
1TJ,1TJ16CS039,3.75
1TJ,1TJ16CS040,2.83
1TJ,1TJ16CS041,2.75
1TJ,1TJ16CS042,5.67
1TJ,1TJ16CS043,6.92
1TJ,1TJ16CS044,3.08
1TJ,1TJ16CS045,8
1TJ,1TJ16CS046,8.33
1TJ,1TJ16CS047,7.25
1TJ,1TJ16CS048,4.08
1TJ,1TJ16CS049,1.17
1TJ,1TJ16CS050,7.67
1TJ,1TJ16CS051,2.92
1TJ,1TJ16CS052,6.33
1TJ,1TJ16CS053,1.33
1TJ,1TJ16CS054,5.67
1TJ,1TJ16CS055,7.42
1TJ,1TJ16CS056,6.67
1TJ,1TJ16CS057,6.75
1TJ,1TJ16CS058,8.33
1TJ,1TJ16CS059,4.08
1TJ,1TJ16CS060,4.25
1TJ,1TJ16CS061,7
1TJ,1TJ16CS062,4.67
1TJ,1TJ16CS063,4.67
1TJ,1TJ16CS064,4.33
1TJ,1TJ16CS065,5
1TJ,1TJ16CS066,3
1TJ,1TJ16CS067,6.25
1TJ,1TJ16CS068,5.92
1TJ,1TJ16CS069,6.42
1TJ,1TJ16CS070,4.75
1TJ,1TJ16CS071,7.83
1TJ,1TJ16CS073,5.67
1TJ,1TJ16CS074,4.08
1TJ,1TJ16CS075,7.83
1TJ,1TJ16CS076,7.75
1TJ,1TJ16CS077,4.75
1TJ,1TJ16CS078,6.08
1TJ,1TJ16CS079,3
1TJ,1TJ16CS080,7.58
1TJ,1TJ16CS081,6.75
1TJ,1TJ16CS082,1.08
1TJ,1TJ16CS083,0.92
1TJ,1TJ16CS084,5.92
1TJ,1TJ16CS085,4.58
1TJ,1TJ16CS086,4.25
1TJ,1TJ16CS087,3.58
1TJ,1TJ16CS088,5.83
1TJ,1TJ16CS089,7.25
1TJ,1TJ16CS090,2.42
1TJ,1TJ16CS091,8
1TJ,1TJ16CS092,4.92
1TJ,1TJ16CS093,7.58
1TJ,1TJ16CS094,8.5
1TJ,1TJ16CS095,4
1TJ,1TJ16CS096,6.92
1TJ,1TJ16CS097,3.25
1TJ,1TJ16CS098,7.42
1TJ,1TJ16CS100,6.08
1TJ,1TJ16CS101,7.67
1TJ,1TJ16CS102,6.67
1TJ,1TJ16CS103,8.42
1TJ,1TJ16CS104,1.92
1TJ,1TJ16CS105,2.67
1TJ,1TJ16CS106,5.25
1TJ,1TJ16CS107,7.42
1TJ,1TJ16CS108,4.42
1TJ,1TJ16CS109,8
1TJ,1TJ16CS110,3.17
1TJ,1TJ16CS111,0
1TJ,1TJ16CS112,3.5
1TJ,1TJ16CS113,4.83
1TJ,1TJ16CS114,1.25
1TJ,1TJ16CS115,0.42
1TJ,1TJ16CS116,4.75
1TJ,1TJ16CS117,7.25
1TJ,1TJ16CS118,7.5
1TJ,1TJ16CS119,4.83
1TJ,1TJ16CS121,6.25
1VA,1VA16CS001,6
1VA,1VA16CS002,9.33
1VA,1VA16CS003,6.25
1VA,1VA16CS004,5.83
1VA,1VA16CS005,6
1VA,1VA16CS006,7.5
1VA,1VA16CS007,7.5
1VA,1VA16CS008,7.92
1VA,1VA16CS009,5.58
1VA,1VA16CS010,3.75
1VA,1VA16CS011,6.42
1VA,1VA16CS012,7.83
1VA,1VA16CS013,5.83
1VA,1VA16CS015,8.08
1VA,1VA16CS016,7.75
1VA,1VA16CS017,4.08
1VA,1VA16CS018,3.75
1VA,1VA16CS019,5.08
1VA,1VA16CS020,7.58
1VA,1VA16CS021,2.33
1VA,1VA16CS022,7.5
1VA,1VA16CS023,7.08
1VA,1VA16CS024,9
1VA,1VA16CS025,8.08
1VA,1VA16CS026,8.58
1VA,1VA16CS027,3.33
1VA,1VA16CS028,5.83
1VA,1VA16CS029,4.5
1VA,1VA16CS030,7.83
1VA,1VA16CS031,7.33
1VA,1VA16CS032,3.25
1VA,1VA16CS033,5.08
1VA,1VA16CS034,5.42
1VA,1VA16CS035,8.58
1VA,1VA16CS036,5.83
1VA,1VA16CS037,8.25
1VA,1VA16CS038,7.42
1VA,1VA16CS039,6.75
1VA,1VA16CS040,7.33
1VA,1VA16CS041,6.5
1VA,1VA16CS042,4.42
1VA,1VA16CS043,8.75
1VA,1VA16CS044,7.17
1VA,1VA16CS045,5.5
1VA,1VA16CS046,8.5
1VA,1VA16CS047,6.67
1VA,1VA16CS048,8.67
1VA,1VA16CS049,8.08
1VA,1VA16CS050,6.17
1VA,1VA16CS051,6.5
1VA,1VA16CS052,6.92
1VA,1VA16CS053,4.75
1VA,1VA16CS054,1.67
1VA,1VA16CS055,9
1VA,1VA16CS056,6.92
1VA,1VA16CS057,3.67
1VA,1VA16CS058,4.08
1VA,1VA16CS059,7.42
1VA,1VA16CS060,7.67
1VA,1VA16CS061,5.08
1VA,1VA16CS062,7
1VA,1VA16CS063,7.92
1VE,1VE16CS001,8.92
1VE,1VE16CS002,7.92
1VE,1VE16CS003,7.5
1VE,1VE16CS004,4.33
1VE,1VE16CS005,3.58
1VE,1VE16CS006,4.58
1VE,1VE16CS007,5.75
1VE,1VE16CS008,3.08
1VE,1VE16CS009,3.08
1VE,1VE16CS010,7.58
1VE,1VE16CS011,7.42
1VE,1VE16CS012,4.58
1VE,1VE16CS013,8.25
1VE,1VE16CS014,3.83
1VE,1VE16CS015,5.33
1VE,1VE16CS016,5.17
1VE,1VE16CS017,4.42
1VE,1VE16CS018,4.17
1VE,1VE16CS019,4.92
1VE,1VE16CS020,6.17
1VE,1VE16CS021,6.33
1VE,1VE16CS022,6.17
1VE,1VE16CS023,7.17
1VE,1VE16CS024,1.08
1VE,1VE16CS025,5.75
1VE,1VE16CS026,8.17
1VE,1VE16CS027,2.42
1VE,1VE16CS028,8.42
1VE,1VE16CS029,6.92
1VE,1VE16CS030,5
1VE,1VE16CS031,8.17
1VE,1VE16CS032,0.5
1VE,1VE16CS033,7.08
1VE,1VE16CS034,7.25
1VE,1VE16CS035,8
1VE,1VE16CS036,7.42
1VE,1VE16CS037,2.25
1VE,1VE16CS038,7.33
1VE,1VE16CS039,2.33
1VE,1VE16CS040,5.33
1VE,1VE16CS041,3.25
1VE,1VE16CS042,6.58
1VE,1VE16CS043,4.75
1VE,1VE16CS044,6.25
1VE,1VE16CS045,1.75
1VE,1VE16CS046,4.5
1VE,1VE16CS047,7.67
1VE,1VE16CS048,7.42
1VE,1VE16CS049,0.42
1VE,1VE16CS050,8.25
1VE,1VE16CS051,6.67
1VE,1VE16CS052,3.42
1VE,1VE16CS053,7.25
1VE,1VE16CS054,3.08
1VE,1VE16CS055,3.92
1VE,1VE16CS056,3.92
1VE,1VE16CS057,1.92
1VE,1VE16CS058,5.58
1VE,1VE16CS059,9.17
1VE,1VE16CS060,8.5
1VE,1VE16CS061,6.5
1VE,1VE16CS062,2.83
1VE,1VE16CS063,6.08
1VE,1VE16CS064,5.17
1VE,1VE16CS065,3.75
1VE,1VE16CS066,8
1VE,1VE16CS067,7.67
1VE,1VE16CS068,5.92
1VE,1VE16CS069,7.75
1VE,1VE16CS070,2.17
1VE,1VE16CS071,7.75
1VE,1VE16CS072,6.33
1VE,1VE16CS073,8.5
1VE,1VE16CS074,2.75
1VE,1VE16CS075,7
1VE,1VE16CS076,8.83
1VE,1VE16CS077,8.17
1VE,1VE16CS078,4.75
1VE,1VE16CS079,2.08
1VE,1VE16CS080,3.92
1VE,1VE16CS081,4.67
1VE,1VE16CS082,6.83
1VE,1VE16CS083,2.92
1VE,1VE16CS084,7.33
1VE,1VE16CS085,3.58
1VE,1VE16CS086,8.33
1VE,1VE16CS087,8.58
1VE,1VE16CS088,5.83
1VE,1VE16CS089,2.83
1VE,1VE16CS090,7.83
1VE,1VE16CS091,4.17
1VE,1VE16CS092,7.25
1VE,1VE16CS093,4.17
1VE,1VE16CS094,7.83
1VE,1VE16CS095,8.5
1VE,1VE16CS096,6.92
1VE,1VE16CS097,3
1VE,1VE16CS098,7.67
1VE,1VE16CS099,3.83
1VE,1VE16CS100,3.33
1VE,1VE16CS101,5.92
1VE,1VE16CS102,7.92
1VE,1VE16CS103,7.5
1VE,1VE16CS104,8.42
1VE,1VE16CS105,2.75
1VE,1VE16CS106,2.08
1VE,1VE16CS107,7.25
1VE,1VE16CS108,5.75
1VE,1VE16CS109,1
1VE,1VE16CS110,2.75
1VE,1VE16CS111,8.33
1VE,1VE16CS112,8.5
1VE,1VE16CS113,4.08
1VE,1VE16CS114,5.67
1VE,1VE16CS115,8.08
1VE,1VE16CS116,4.25
1VE,1VE16CS117,2.33
1VE,1VE16CS118,6.92
1VE,1VE16CS119,2.75
1VE,1VE16CS120,7.83
1VE,1VE16CS121,7.67
1VE,1VE16CS122,2.42
1VE,1VE16CS123,2.67
1VE,1VE16CS124,2.42
1VI,1VI16CS001,2.92
1VI,1VI16CS002,1.75
1VI,1VI16CS004,7.08
1VI,1VI16CS005,9.17
1VI,1VI16CS006,5.5
1VI,1VI16CS007,8.75
1VI,1VI16CS008,5.58
1VI,1VI16CS009,6.92
1VI,1VI16CS010,9
1VI,1VI16CS011,9
1VI,1VI16CS012,0
1VI,1VI16CS013,6.67
1VI,1VI16CS014,2.92
1VI,1VI16CS015,7.58
1VI,1VI16CS016,5.83
1VI,1VI16CS017,4.92
1VI,1VI16CS018,4.5
1VI,1VI16CS019,7.25
1VI,1VI16CS020,5.92
1VI,1VI16CS021,5.83
1VI,1VI16CS022,6.92
1VI,1VI16CS023,4.67
1VI,1VI16CS024,8.67
1VI,1VI16CS025,7.92
1VI,1VI16CS026,5.67
1VI,1VI16CS027,6.08
1VI,1VI16CS028,5.33
1VI,1VI16CS029,7.08
1VI,1VI16CS030,7.17
1VI,1VI16CS031,5.25
1VI,1VI16CS032,6.25
1VI,1VI16CS033,8.08
1VI,1VI16CS034,6.83
1VI,1VI16CS035,3.58
1VI,1VI16CS036,9.08
1VI,1VI16CS037,6.5
1VI,1VI16CS038,5.83
1VI,1VI16CS039,9.58
1VI,1VI16CS040,5.92
1VI,1VI16CS041,8.5
1VI,1VI16CS042,7.83
1VI,1VI16CS043,4.25
1VI,1VI16CS044,7.92
1VI,1VI16CS045,1.08
1VI,1VI16CS046,1.92
1VI,1VI16CS047,4.75
1VI,1VI16CS048,8.83
1VI,1VI16CS049,7.92
1VI,1VI16CS050,4.08
1VI,1VI16CS051,3.83
1VI,1VI16CS052,5.42
1VI,1VI16CS053,8.17
1VI,1VI16CS054,4.92
1VI,1VI16CS055,7.17
1VI,1VI16CS056,9.25
1VI,1VI16CS057,2.75
1VI,1VI16CS058,6.17
1VI,1VI16CS059,8.17
1VI,1VI16CS060,4.33
1VI,1VI16CS061,3.5
1VI,1VI16CS062,2.75
1VI,1VI16CS063,6.83
1VI,1VI16CS064,3.92
1VI,1VI16CS065,8.42
1VI,1VI16CS066,2.67
1VI,1VI16CS067,7.17
1VI,1VI16CS068,9.17
1VI,1VI16CS069,7.75
1VI,1VI16CS070,8.67
1VI,1VI16CS071,1.92
1VI,1VI16CS072,4.5
1VI,1VI16CS073,7.08
1VI,1VI16CS074,4.25
1VI,1VI16CS075,6.25
1VI,1VI16CS076,2.92
1VI,1VI16CS077,3.08
1VI,1VI16CS078,7.5
1VI,1VI16CS079,4.08
1VI,1VI16CS080,6.92
1VI,1VI16CS081,3.75
1VI,1VI16CS082,8.33
1VI,1VI16CS083,7.42
1VI,1VI16CS084,5.33
1VI,1VI16CS085,4.83
1VI,1VI16CS086,7.67
1VI,1VI16CS087,5.42
1VI,1VI16CS088,8.83
1VI,1VI16CS089,6.83
1VI,1VI16CS090,5.42
1VI,1VI16CS091,9.5
1VI,1VI16CS092,7.92
1VI,1VI16CS093,6.5
1VI,1VI16CS094,7.67
1VI,1VI16CS095,9
1VI,1VI16CS096,3.92
1VI,1VI16CS097,8.42
1VI,1VI16CS098,4.92
1VI,1VI16CS099,4.25
1VI,1VI16CS100,5.83
1VI,1VI16CS101,6.33
1VI,1VI16CS102,9.17
1VI,1VI16CS103,6.75
1VI,1VI16CS104,3.58
1VI,1VI16CS105,5.83
1VI,1VI16CS106,2.25
1VI,1VI16CS107,8.58
1VI,1VI16CS108,7.17
1VI,1VI16CS109,6.17
1VI,1VI16CS110,8.42
1VI,1VI16CS111,6.67
1VI,1VI16CS112,6.92
1VI,1VI16CS113,8.33
1VI,1VI16CS114,8.33
1VI,1VI16CS115,3.17
1VI,1VI16CS116,6
1VI,1VI16CS117,4.25
1VI,1VI16CS118,1.5
1VI,1VI16CS119,2.75
1VI,1VI16CS120,9.17
1VJ,1VJ16CS001,6
1VJ,1VJ16CS002,2.25
1VJ,1VJ16CS003,6.17
1VJ,1VJ16CS004,1.08
1VJ,1VJ16CS005,4.75
1VJ,1VJ16CS006,6.58
1VJ,1VJ16CS007,1.25
1VJ,1VJ16CS008,6.33
1VJ,1VJ16CS009,7.92
1VJ,1VJ16CS010,6.42
1VJ,1VJ16CS011,6.67
1VJ,1VJ16CS012,1.33
1VJ,1VJ16CS013,6
1VJ,1VJ16CS014,2.58
1VJ,1VJ16CS015,2.92
1VJ,1VJ16CS016,6.75
1VJ,1VJ16CS017,3.42
1VJ,1VJ16CS018,5.75
1VJ,1VJ16CS019,7.17
1VJ,1VJ16CS020,5.75
1VJ,1VJ16CS021,3.08
1VJ,1VJ16CS022,7.5
1VJ,1VJ16CS023,2.92
1VJ,1VJ16CS024,7.08
1VJ,1VJ16CS025,5
1VJ,1VJ16CS026,6
1VJ,1VJ16CS027,9.42
1VJ,1VJ16CS028,2.83
1VJ,1VJ16CS029,4.25
1VJ,1VJ16CS030,2.58
1VJ,1VJ16CS031,2.33
1VJ,1VJ16CS032,5.42
1VJ,1VJ16CS033,6.17
1VJ,1VJ16CS034,4.75
1VJ,1VJ16CS035,6.67
1VJ,1VJ16CS036,6.67
1VJ,1VJ16CS037,6.5
1VJ,1VJ16CS038,1.33
1VJ,1VJ16CS039,7.67
1VJ,1VJ16CS040,3.92
1VJ,1VJ16CS041,3.92
1VJ,1VJ16CS042,6.67
1VJ,1VJ16CS043,2.25
1VJ,1VJ16CS044,4.5
1VJ,1VJ16CS045,4.5
1VJ,1VJ16CS046,6.58
1VJ,1VJ16CS047,2.75
1VJ,1VJ16CS048,3.92
1VJ,1VJ16CS049,2.58
1VJ,1VJ16CS050,2.5
1VJ,1VJ16CS051,6
1VJ,1VJ16CS052,3.17
1VJ,1VJ16CS053,6.58
1VJ,1VJ16CS054,2.08
1VJ,1VJ16CS055,3.58
1VJ,1VJ16CS056,2.25
1VJ,1VJ16CS057,4.83
1VJ,1VJ16CS058,2.17
1VJ,1VJ16CS059,7
1VJ,1VJ16CS060,2.08
1VK,1VK16CS001,3.75
1VK,1VK16CS002,1.08
1VK,1VK16CS003,1.92
1VK,1VK16CS004,4.17
1VK,1VK16CS005,3.33
1VK,1VK16CS006,2.92
1VK,1VK16CS007,3.75
1VK,1VK16CS008,2.08
1VK,1VK16CS009,6.58
1VK,1VK16CS010,2
1VK,1VK16CS011,5.42
1VK,1VK16CS012,6
1VK,1VK16CS013,6.92
1VK,1VK16CS014,1.5
1VK,1VK16CS015,4.17
1VK,1VK16CS016,5.75
1VK,1VK16CS017,5.83
1VK,1VK16CS018,4.92
1VK,1VK16CS019,3.17
1VK,1VK16CS020,5.58
1VK,1VK16CS021,1.25
1VK,1VK16CS022,3.25
1VK,1VK16CS023,3.08
1VK,1VK16CS024,3.92
1VK,1VK16CS025,2.42
1VK,1VK16CS026,4.17
1VK,1VK16CS027,5.58
1VK,1VK16CS028,7.42
1VK,1VK16CS029,4.67
1VK,1VK16CS030,7.08
1VK,1VK16CS031,4.75
1VK,1VK16CS032,2.08
1VK,1VK16CS033,2
1VK,1VK16CS034,5.67
1VK,1VK16CS035,6.75
1VK,1VK16CS036,3.58
1VK,1VK16CS037,8.25
1VK,1VK16CS038,7.17
1VK,1VK16CS039,4.83
1VK,1VK16CS040,5.58
1VK,1VK16CS041,6.17
1VK,1VK16CS042,6.67
1VK,1VK16CS043,2
1VK,1VK16CS044,6.08
1VK,1VK16CS045,1.83
1VK,1VK16CS046,6.25
1VK,1VK16CS047,3.75
1VK,1VK16CS048,3.67
1VK,1VK16CS049,4.92
1VK,1VK16CS050,3.92
1VK,1VK16CS051,4
1VK,1VK16CS052,6.67
1VK,1VK16CS053,5.25
1VK,1VK16CS054,1.92
1VK,1VK16CS055,2.67
1VK,1VK16CS056,2.92
1VK,1VK16CS057,6.75
1VK,1VK16CS058,2.83
1VK,1VK16CS059,8.75
1VK,1VK16CS060,3.83
1VK,1VK16CS061,5.42
1VK,1VK16CS062,3
1VK,1VK16CS063,6.5
1VK,1VK16CS064,4.17
1VK,1VK16CS065,4.42
1VK,1VK16CS066,3.67
1VK,1VK16CS067,3.58
1VK,1VK16CS068,5.83
1VK,1VK16CS069,1.33
1VK,1VK16CS070,7.92
1VK,1VK16CS071,5.67
1VK,1VK16CS072,2.42
1VK,1VK16CS073,5.5
1VK,1VK16CS074,6.83
1VK,1VK16CS075,1.67
1VK,1VK16CS076,6.17
1VK,1VK16CS077,3.17
1VK,1VK16CS078,5.83
1VK,1VK16CS079,1.08
1VK,1VK16CS080,4.25
1VK,1VK16CS081,5.17
1VK,1VK16CS082,3.25
1VK,1VK16CS083,3.25
1VK,1VK16CS084,6.5
1VK,1VK16CS085,2.67
1YD,1YD16CS001,5.92
1YD,1YD16CS002,4.17
1YD,1YD16CS003,6.17
1YD,1YD16CS004,4.75
1YD,1YD16CS005,7
1YD,1YD16CS006,3
1YD,1YD16CS007,3.08
1YD,1YD16CS008,7.17
