CC,sgpa
1SG,6.25
1SG,2.33
1SG,4.92
1SG,6.42
1SG,5.42
1SG,8.17
1SG,7.08
1SG,9.25
1SG,9.08
1SG,8.25
1SG,8
1SG,8.58
1SG,6.33
1SG,7.08
1SG,7
1SG,7.5
1SG,4.5
1SG,5.33
1SG,4.25
1SG,7.5
1SG,0.75
1SG,4.58
1SG,7.08
1SG,9.17
1SG,8.67
1SG,7.58
1SG,8.33
1SG,4.58
1SG,7.58
1SG,7.08
1SG,8.42
1SG,6.83
1SG,6.25
1SG,8.08
1SG,4.83
1SG,7
1SG,9.67
1SG,8.92
1SG,6.33
1SG,5.33
1SG,6
1SG,5.83
1SG,7.17
1SG,7.92
1SG,8.92
1SG,7
1SG,4.75
1SG,8.08
1SG,7.92
1SG,8
1SG,8.17
1SG,6
1SG,8.17
1SG,6.5
1SG,8.75
1SG,7.67
1SG,7.17
1SG,8.5
1SG,5.08
1SG,7.33
1SG,7.92
1SG,7.83
1SG,8.33
1SG,7.33
1SG,7.75
1SG,5.75
1SG,8.42
1SG,8.42
1SG,5.67
1SG,7.17
1SG,6.67
1SG,3.42
1SG,7.33
1SG,6.25
1SG,4.67
1SG,7.92
1SG,4
1SG,6
1SG,9.17
1SG,7.75
1SG,9.58
1SG,7.08
1SG,7.17
1SG,6.42
1SG,8
1SG,7.92
1SG,7.67
1SG,7.58
1SG,6.67
1SG,6.17
1SG,7.67
1SG,7.92
1SG,6.5
1SG,7.92
1SG,8.42
1SG,7.5
1SG,2.08
1SG,8.67
1SG,8.42
1SG,7.67
1SJ,7.92
1SJ,7.92
1SJ,5
1SJ,2.92
1SJ,3.58
1SJ,3.83
1SJ,8
1SJ,5.58
1SJ,7.67
1SJ,4.25
1SJ,2.92
1SJ,9.17
1SJ,7.5
1SJ,7.75
1SJ,2.08
1SJ,5.5
1SJ,6.42
1SJ,7.67
1SJ,8.17
1SJ,7.92
1SJ,7.67
1SJ,5.83
1SJ,7.17
1SJ,4.67
1SJ,9.33
1SJ,7.92
1SJ,7.83
1SJ,6.5
1SJ,7.25
1SJ,9.33
1SJ,9
1SJ,8.33
1SJ,7.67
1SJ,5.42
1SJ,9.25
1SJ,7.92
1SJ,7.58
1SJ,4.92
1SJ,6.5
1SJ,7.25
1SJ,9
1SJ,6.83
1SJ,2.83
1SJ,3.5
1SJ,7.33
1SJ,4.75
1SJ,8.42
1SJ,3.83
1SJ,5.67
1SJ,7.67
1SJ,2.42
1SJ,7.58
1SJ,5.33
1SJ,6.75
1SJ,8.33
1SJ,8.08
1SJ,5
1SJ,2.58
1SJ,7.92
1SJ,4.75
1SJ,8.92
1SJ,6.33
1SJ,8.58
1SJ,8.92
1SJ,7.17
1SJ,7.67
1SJ,4.67
1SJ,9.5
1SJ,8.25
1SJ,7.42
1SJ,6
1SJ,5.08
1SJ,7.92
1SJ,8.17
1SJ,7.58
1SJ,9.33
1SJ,7.08
1SJ,6.58
1SJ,9
1SJ,0.67
1SJ,8.33
1SJ,9.17
1SJ,9
1SJ,5.08
1SJ,5.5
1SJ,8.33
1SJ,7.75
1SJ,8.17
1SJ,1.75
1SJ,6.58
1SJ,6.83
1SJ,8.75
1SJ,8.83
1SJ,8.17
1SJ,8.33
1SJ,6.08
1SJ,5.5
1SJ,6.25
1SJ,3.83
1SJ,2.58
1SJ,4.58
1SJ,7.5
1SJ,7.92
1SJ,5.67
1SJ,7.33
1SJ,8.67
1SJ,6
1SJ,8.25
1SJ,3.75
1SJ,8.92
1SJ,5.67
1SJ,5
1SJ,4.17
1SJ,8.25
1SJ,9.08
1SJ,7.42
1SJ,6.5
1SJ,7.17
1SJ,7.75
1SK,3.92
1SK,7.17
1SK,8.58
1SK,8.17
1SK,2.5
1SK,6.33
1SK,7.58
1SK,8.5
1SK,7.83
1SK,9.33
1SK,7.33
1SK,4.5
1SK,8.25
1SK,4.25
1SK,8
1SK,7.5
1SK,6.5
1SK,2.83
1SK,8.08
1SK,7.75
1SK,9.5
1SK,8.33
1SK,6.67
1SK,8.75
1SK,7.42
1SK,7.75
1SK,6.75
1SK,5.92
1SK,7.42
1SK,5.08
1SK,8.25
1SK,8.08
1SK,7.5
1SK,8.17
1SK,4.17
1SK,5.58
1SK,8.67
1SK,8.5
1SK,8.17
1SK,6.17
1SK,7.33
1SK,2.25
1SP,7.25
1SP,6.17
1SP,7.92
1SP,7.08
1SP,4.5
1SP,3
1SP,1.33
1SP,7.67
1SP,0.5
1SP,2.92
1SP,6.5
1SP,6
1SP,7.67
1SP,8.33
1SP,8.83
1SP,7.25
1SP,4.25
1SP,7.5
1SP,7.5
1SP,7
1SP,5.67
1SP,3.92
1SP,6.25
1SP,8
1SP,6.08
1SP,7.83
1SP,5.75
1SP,3.5
1SP,3.58
1SP,8.08
1SP,3.17
1SP,5.67
1SP,7.83
1SP,3.92
1SP,0.83
1SP,7.5
1SP,5.25
1SP,4.67
1SP,7.83
1SP,5.58
1SP,7.75
1SP,3.83
1SP,5.58
1SP,8.42
1SP,3.58
1SP,6.75
1SP,5.75
1SP,8.75
1SP,8
1SP,5.58
1SP,8.08
1SP,8.5
1SP,2.83
1SP,3.08
1SP,6.75
1SP,0.67
1SP,8.83
1SP,5.67
1SP,6.58
1SP,7.75
1SP,2.33
1SP,7.67
1SP,7.92
1SP,8.17
1SP,8.5
1SP,4.58
1SP,5.17
1SP,5.67
1SP,8.5
1SP,8.33
1SP,3.92
1SP,4.5
1SP,4.08
1SP,8.67
1SP,4.25
1SP,8
1SP,6.92
1SP,1.67
1SP,4.92
1SP,7.25
1SP,4.75
1SP,7.5
1SP,7.17
1SP,7.67
1SP,5.75
1SP,8.17
1SP,7.17
1SP,1.83
1SP,4.92
1SP,4.83
1SP,3.83
1SP,3
1SP,7.83
1ST,7.08
1ST,7.67
1ST,1.5
1ST,6.92
1ST,4.08
1ST,5.17
1ST,7.67
1ST,7.75
1ST,3.5
1ST,0.33
1ST,1.08
1ST,6.75
1ST,3.83
1ST,3.33
1ST,7.42
1ST,5.17
1ST,3.92
1ST,7.83
1ST,5.67
1ST,4.75
1ST,5.5
1ST,1.17
1ST,7.17
1ST,8.5
1ST,8.42
1ST,3.67
1ST,7.83
1ST,6.83
1ST,3.92
1ST,2
1ST,4.83
1ST,7.83
1ST,1.83
1ST,7.33
1ST,9.5
1ST,9.33
1ST,7.08
1ST,4.25
1ST,8.83
1ST,3.33
1ST,4.5
1ST,0.58
1ST,5
1ST,6.25
1ST,8.25
1ST,7.67
1ST,4.75
1ST,7.67
1ST,6.17
1ST,8
1ST,6.83
1ST,2.83
1ST,6.58
1ST,7.5
1ST,1.92
1ST,5.83
1ST,1.25
1ST,4.33
1ST,7.5
1ST,3.58
1ST,8.08
1ST,8.25
1ST,4.5
1ST,1.92
1ST,7.83
1ST,6.5
1ST,3.08
1ST,7.58
1ST,2.5
1ST,1.92
1ST,4.5
1ST,6.33
1ST,8.58
1ST,6.58
1ST,5.83
1ST,9
1ST,6.67
1ST,6
1ST,4.67
1ST,3.25
1ST,6.08
1ST,4.33
1ST,6.92
1ST,3.83
1ST,5.17
1ST,2.58
1ST,1.67
1ST,9.33
1ST,7.25
1ST,7.42
1ST,6.92
1ST,4.25
1ST,1.42
1ST,5.08
1ST,3.42
1ST,6.67
1ST,7.5
1ST,9
1ST,3.83
1ST,7.42
1ST,2.83
1ST,9
1ST,8.17
1ST,4.42
1ST,8.83
1ST,7
1ST,5.75
1ST,7.67
1ST,7.33
1ST,6.25
1ST,6.75
1ST,5.42
1ST,6.42
1ST,3.92
1ST,5.17
1ST,4.58
1ST,8.17
1ST,1.75
1ST,8.67
1ST,5.58
1ST,2.83
1ST,3.33
1ST,8.42
1ST,5.92
1ST,3.67
1ST,4.75
1ST,9.17
1ST,5.92
1ST,3.67
1ST,2.92
1ST,7.5
1ST,6.58
1ST,5.58
1ST,5.75
1ST,3.75
1ST,1
1ST,1.17
1ST,5.42
1ST,3
1ST,2.17
1ST,7.83
1ST,4.42
1ST,8.17
1ST,5.92
1ST,5.83
1ST,1.5
1ST,7.83
1ST,6.5
1ST,3
1ST,6.92
1ST,4.58
1ST,4.42
1ST,8.67
1ST,6.67
1ST,5.92
1ST,1
1ST,5.75
1ST,8.5
1ST,1.92
1ST,7.33
1ST,1.42
1ST,7.83
1ST,4.75
1ST,7.67
1ST,5
1ST,4.58
1ST,5.25
1ST,3.5
1ST,6.58
1ST,4.67
1ST,9
1ST,3.42
1ST,5.92
1ST,6.5
1ST,7.42
1ST,5
1SW,5.58
1SZ,1.33
1SZ,4.17
1SZ,5.5
1SZ,3.75
1SZ,4.42
1SZ,6.83
1SZ,4.33
1SZ,4
1SZ,4.08
1SZ,6.17
1SZ,6.08
1SZ,4.58
1TJ,6.25
1TJ,7.42
1TJ,7.75
1TJ,3.17
1TJ,1.25
1TJ,4.75
1TJ,7.08
1TJ,8.58
1TJ,5.92
1TJ,1.25
1TJ,5.92
1TJ,7.33
1TJ,7.5
1TJ,3.67
1TJ,6.5
1TJ,5.17
1TJ,4.92
1TJ,3
1TJ,4.67
1TJ,7.42
1TJ,5.08
1TJ,2.17
1TJ,6.33
1TJ,1.92
1TJ,4.75
1TJ,8.17
1TJ,5.33
1TJ,3.08
1TJ,8
1TJ,7.33
1TJ,2.42
1TJ,8.25
1TJ,2.17
1TJ,2.58
1TJ,8.08
1TJ,6.08
1TJ,7.33
1TJ,6.17
1TJ,2
1TJ,3.67
1TJ,3.08
1TJ,6.58
1TJ,5.5
1TJ,4.17
1TJ,8.92
1TJ,8.92
1TJ,8.25
1TJ,4.67
1TJ,1.58
1TJ,7.17
1TJ,2.25
1TJ,6.83
1TJ,1.42
1TJ,5.92
1TJ,8
1TJ,5.42
1TJ,6.58
1TJ,8.75
1TJ,6.5
1TJ,3.92
1TJ,8.17
1TJ,6.83
1TJ,6.83
1TJ,4.92
1TJ,5.75
1TJ,4
1TJ,5.17
1TJ,6.75
1TJ,6.67
1TJ,6.08
1TJ,7.58
1TJ,7.42
1TJ,6.75
1TJ,9.08
1TJ,7.83
1TJ,4.83
1TJ,5.67
1TJ,1.17
1TJ,6.92
1TJ,6.17
1TJ,0.5
1TJ,5.08
1TJ,5.08
1TJ,3.83
1TJ,2.5
1TJ,7.08
1TJ,7.25
1TJ,2.33
1TJ,7.67
1TJ,6.75
1TJ,7.42
1TJ,8.42
1TJ,2.08
1TJ,6.25
1TJ,3.17
1TJ,7.58
1TJ,6.5
1TJ,7.67
1TJ,7.25
1TJ,8.08
1TJ,1.75
1TJ,3.83
1TJ,5.75
1TJ,6.33
1TJ,3.17
1TJ,8.33
1TJ,4.25
1TJ,6.33
1TJ,3
1TJ,1.17
1TJ,5.08
1TJ,7.42
1TJ,8.5
1TJ,5.67
1TJ,4.17
1VA,7.67
1VA,9.5
1VA,3.92
1VA,5.33
1VA,1
1VA,7.92
1VA,7.42
1VA,7.5
1VA,7.08
1VA,4.17
1VA,6.33
1VA,8.17
1VA,8
1VA,8.5
1VA,8.08
1VA,4.25
1VA,4.08
1VA,7.08
1VA,7.75
1VA,7.92
1VA,6.75
1VA,8.83
1VA,7.83
1VA,8.17
1VA,4.17
1VA,5.33
1VA,5.67
1VA,6.5
1VA,8.33
1VA,5.25
1VA,4.58
1VA,8.33
1VA,7.58
1VA,5.17
1VA,7.67
1VA,4.08
1VA,6.17
1VA,7.75
1VA,5.25
1VA,4.17
1VA,9.33
1VA,8.33
1VA,4.75
1VA,8.33
1VA,7.42
1VA,9
1VA,8.67
1VA,6.25
1VA,5.42
1VA,7.25
1VA,7.67
1VA,0.67
1VA,8.67
1VA,5.75
1VA,2.58
1VA,6.33
1VA,6.67
1VA,7.92
1VA,6.25
1VA,6.25
1VA,7.58
1VE,8.33
1VE,5.42
1VE,5.75
1VE,5.67
1VE,6.5
1VE,6.92
1VE,5.67
1VE,5.58
1VE,9
1VE,7.33
1VE,6.58
1VE,7.17
1VE,2.75
1VE,8
1VE,6.42
1VE,6.75
1VE,6.33
1VE,3.67
1VE,6.08
1VE,6.33
1VE,7.42
1VE,6.83
1VE,3.92
1VE,7.75
1VE,8.33
1VE,1.67
1VE,8.67
1VE,6.5
1VE,5.25
1VE,8.58
1VE,5.33
1VE,7.42
1VE,8.17
1VE,6
1VE,2.25
1VE,7.67
1VE,1.75
1VE,6.75
1VE,4.92
1VE,8.83
1VE,6.58
1VE,6.83
1VE,1.08
1VE,5.5
1VE,7.33
1VE,8.08
1VE,8.83
1VE,7.92
1VE,6.17
1VE,8.67
1VE,5
1VE,1.5
1VE,6.33
1VE,5.67
1VE,6.67
1VE,9.5
1VE,8.75
1VE,8.83
1VE,3.75
1VE,7.75
1VE,7
1VE,5
1VE,7.83
1VE,8.25
1VE,6.92
1VE,8.42
1VE,3.83
1VE,7.75
1VE,8.33
1VE,8.92
1VE,2.83
1VE,7.5
1VE,9
1VE,8.42
1VE,6.42
1VE,1.83
1VE,5.5
1VE,4.42
1VE,7.75
1VE,4
1VE,6.92
1VE,2.58
1VE,7.17
1VE,8.17
1VE,7.08
1VE,4.92
1VE,8.42
1VE,5.83
1VE,8.25
1VE,5.83
1VE,8.08
1VE,8.33
1VE,6.75
1VE,5.92
1VE,9
1VE,7
1VE,4
1VE,5.92
1VE,8.83
1VE,7.83
1VE,9
1VE,3.33
1VE,8.17
1VE,7.25
1VE,2.25
1VE,5.08
1VE,8.5
1VE,9.25
1VE,6.17
1VE,7.17
1VE,8.58
1VE,3.67
1VE,4.5
1VE,7.75
1VE,3.33
1VE,8.83
1VE,8.08
1VE,5.5
1VE,4
1VE,3.83
1VI,1.58
1VI,2.08
1VI,7.83
1VI,9.17
1VI,6.08
1VI,8.67
1VI,6.17
1VI,6.33
1VI,9.17
1VI,9
1VI,4.83
1VI,3.17
1VI,8
1VI,6.67
1VI,5
1VI,6.25
1VI,8
1VI,6.33
1VI,5.58
1VI,7.5
1VI,5.17
1VI,8.67
1VI,9
1VI,5.92
1VI,6.25
1VI,4.67
1VI,7.17
1VI,6.08
1VI,6.58
1VI,8.17
1VI,8.08
1VI,7.5
1VI,0.75
1VI,8.17
1VI,7.08
1VI,5.83
1VI,8.83
1VI,6.08
1VI,9
1VI,7.33
1VI,5.17
1VI,8
1VI,3.25
1VI,3.75
1VI,0.75
1VI,9.17
1VI,8
1VI,3.5
1VI,5.75
1VI,6.25
1VI,7.25
1VI,6.08
1VI,7.83
1VI,8.5
1VI,6.58
1VI,6.83
1VI,6.92
1VI,2.92
1VI,3.92
1VI,6.25
1VI,1.83
1VI,8.92
1VI,2.42
1VI,7.17
1VI,8.92
1VI,7.42
1VI,9.5
1VI,6
1VI,7.75
1VI,6.5
1VI,7.42
1VI,2.92
1VI,1.08
1VI,7.92
1VI,6.25
1VI,7.83
1VI,4.42
1VI,8.75
1VI,7.67
1VI,6.92
1VI,7.58
1VI,9.17
1VI,5.92
1VI,7.67
1VI,8.67
1VI,0.67
1VI,10
1VI,8.5
1VI,7.33
1VI,8
1VI,9
1VI,4
1VI,8.33
1VI,2.92
1VI,3.92
1VI,6.67
1VI,6.42
1VI,9.5
1VI,6.58
1VI,2.75
1VI,3
1VI,8.83
1VI,3.08
1VI,6.92
1VI,9.17
1VI,7
1VI,7.42
1VI,8.42
1VI,6.25
1VI,2.42
1VI,7.17
1VI,3.42
1VI,9.17
1VJ,5.83
1VJ,2.25
1VJ,5.75
1VJ,1.92
1VJ,4.25
1VJ,8.08
1VJ,2.58
1VJ,7.25
1VJ,7.75
1VJ,7.25
1VJ,8.25
1VJ,1
1VJ,6.83
1VJ,2
1VJ,2.25
1VJ,7.08
1VJ,5.67
1VJ,7.67
1VJ,8
1VJ,7
1VJ,1.17
1VJ,7.75
1VJ,3.08
1VJ,8.08
1VJ,5.5
1VJ,6.08
1VJ,9.83
1VJ,5.75
1VJ,7
1VJ,5.25
1VJ,3.42
1VJ,6.08
1VJ,6.17
1VJ,5.5
1VJ,8.25
1VJ,7.67
1VJ,6.25
1VJ,5.42
1VJ,8.33
1VJ,7.08
1VJ,5.33
1VJ,6.67
1VJ,2.92
1VJ,5.42
1VJ,5.92
1VJ,7.17
1VJ,5.75
1VJ,4.42
1VJ,2.58
1VJ,3.83
1VJ,7
1VJ,4.75
1VJ,7.17
1VJ,2.58
1VJ,5.25
1VJ,5.83
1VJ,7.33
1VJ,3.92
1VJ,7.58
1VJ,4.33
1VK,2.83
1VK,1.33
1VK,1.42
1VK,6.33
1VK,6.42
1VK,2.83
1VK,5.17
1VK,4.33
1VK,6.58
1VK,1.67
1VK,7.17
1VK,8.42
1VK,7.83
1VK,1.25
1VK,5.25
1VK,7.92
1VK,7.5
1VK,6.75
1VK,3.5
1VK,7.92
1VK,3.67
1VK,5.42
1VK,6.08
1VK,5.83
1VK,5
1VK,6.25
1VK,6
1VK,8.5
1VK,7.17
1VK,8.25
1VK,4.5
1VK,4.08
1VK,2.83
1VK,7
1VK,7.42
1VK,5.75
1VK,8.67
1VK,8.83
1VK,6.83
1VK,4.5
1VK,6.92
1VK,8
1VK,2.17
1VK,7.25
1VK,3
1VK,7.67
1VK,4.83
1VK,3.25
1VK,5.08
1VK,6.08
1VK,5.83
1VK,7.75
1VK,5.08
1VK,3.67
1VK,7.08
1VK,5.08
1VK,7.33
1VK,5.33
1VK,8.67
1VK,4.67
1VK,6.25
1VK,3.17
1VK,6.75
1VK,5.33
1VK,7.42
1VK,5.33
1VK,4.42
1VK,7
1VK,1.92
1VK,8.42
1VK,7.75
1VK,4.08
1VK,6.25
1VK,6.92
1VK,3.92
1VK,8.33
1VK,3.5
1VK,6.83
1VK,2.17
1VK,2.08
1VK,5.67
1VK,6.08
1VK,3.33
1VK,7.5
1YD,5.5
1YD,4.33
1YD,3.67
1YD,2
1YD,3.5
1YD,5
1YD,0.67
1YD,4.92
1YD,4.67
1YD,2.58
1YD,4.92
1YD,7.67
1YD,5.33
1YD,6.17
1YD,2
1YD,7
1YD,5.83
1YD,5.17
1YD,5.67
1YD,7.5
1YD,4.58
1YD,5.58
1YD,1.83
1YD,8
1YD,4.5
1YD,5.33
1YD,4.83
